brand	Format	Farbe	Verpackungseinheit	Papierstaerke	price	prediction
Michaelis	DIN A4 (210 x 297 mm)	weiss	250	200	12.886944999999999	12.624608039855957
Unbekannt	DIN A4 (210 x 297 mm)	weiss	250	160	7.0837955	6.995345115661621
Papier Union	unknown	rot	100	90	2.9515	3.773421287536621
Mondi	DIN A4 (210 x 297 mm)	weiss	250	250	21.34592	11.53861141204834
Staples	DIN A4 (210 x 297 mm)	unknown	250	80	6.240396	4.34718132019043
Multicopy	unknown	unknown	unknown	unknown	5.965	9.34935474395752
Papier Union	unknown	unknown	100	240	41.940273	40.94133377075195
Epson	DIN A4 (210 x 297 mm)	weiss	500	90	8.239999000000001	8.289146423339844
Sigel	DIN A3 (297 x 420 mm)	hochweiss	50	210	64.90281999999999	38.990806579589844
Xerox	DIN SRA3 (320 x 450 mm)	weiss	100	250	15.943332	14.07474422454834
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	60	7.9335523	9.972687721252441
Igepa	DIN A4 (210 x 297 mm)	orange	250	190	11.627561	11.617939949035645
Staples	DIN A4 (210 x 297 mm)	altgold	500	80	5.660567299999999	68.75828552246094
Xerox	DIN A3 (297 x 420 mm)	weiss	250	160	22.125418	14.492372512817383
Australien Paper	DIN A4 (210 x 297 mm)	unknown	500	80	4.205898	73.82940673828125
Portucel Soporcel	DIN A3 (297 x 420 mm)	weiss	500	90	11.104286	11.256734848022461
Inapa	DIN A3 (297 x 420 mm)	unknown	500	80	8.951245	7.327061176300049
HP	unknown	weiss	unknown	90	21.315306	45.26087188720703
Sigel	DIN A5 (148 x 210 mm)	unknown	72	260	28.710928000000003	18.857248306274414
Clairefontaine	DIN A3 (297 x 420 mm)	gelb	250	160	26.357363	49.220237731933594
Freytag & Petersen	DIN A3 (297 x 420 mm)	weiss	2000	120	48.232586	31.228822708129883
Clairefontaine	unknown	blau	1000	160	32.691708	17.1624698638916
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	80	9.5599985	11.403220176696777
Arjowiggins	unknown	rotorange	100	120	6.68825	14.430541038513184
Xerox	DIN A4 (210 x 297 mm)	weiss	250	160	11.31375	7.255551338195801
Mondi	DIN A4 (210 x 297 mm)	weiss	250	200	11.111695	11.103071212768555
Mondi	DIN A4 (210 x 297 mm)	rosa	500	80	15.126470999999999	5.459592819213867
Mondi	DIN A4 (210 x 297 mm)	orange	250	160	8.347955	8.259851455688477
HP	unknown	hochweiss	unknown	130	46.34046	99.060302734375
Igepa	DIN A4 (210 x 297 mm)	weiss	500	70	4.087890600000001	1.8162751197814941
Staples	DIN A4 (210 x 297 mm)	blau	250	160	5.491462	5.460788726806641
Clairefontaine	DIN A4 (210 x 297 mm)	aprikose	500	80	6.012917	14.764960289001465
Papier Union	unknown	perlgrau	100	320	34.045590000000004	8.115405082702637
Papyrus	DIN A4 (210 x 297 mm)	unknown	500	80	4.4685163	10.003700256347656
Staples	DIN A4 (210 x 297 mm)	weiss	2500	80	15.413692999999999	19.256208419799805
Staples	DIN A3 (297 x 420 mm)	gelb	500	80	9.597694	11.019708633422852
RecyStar	DIN A4 (210 x 297 mm)	beige	500	80	4.745	4.885538101196289
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	75	3.3102940000000003	5.1888861656188965
Multicopy	unknown	unknown	unknown	unknown	10.839523	9.34935474395752
Papyrus	DIN A3 (297 x 420 mm)	chamois	500	80	11.723723	10.393475532531738
Schaefer Group	DIN A4 (210 x 297 mm)	weiss	500	unknown	3.4840348	3.986538887023926
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	90	10.360772	10.934605598449707
Staples	DIN A4 (210 x 297 mm)	neongelb	500	80	9.209432000000001	26.741613388061523
Unbekannt	DIN A3 (297 x 420 mm)	gelb	500	80	15.011398000000002	15.102611541748047
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	500	110	9.458038	5.161452293395996
Mondi	DIN A4 (210 x 297 mm)	weiss	250	170	11.562861	14.088409423828125
Soennecken	DIN A3 (297 x 420 mm)	weiss	500	80	8.602356	5.779666900634766
Clairefontaine	DIN A4 (210 x 297 mm)	rosa	500	80	4.7883334	9.55962085723877
Arjowiggins	unknown	gruen	100	90	4.9574995	4.230497360229492
Inapa	DIN A3 (297 x 420 mm)	weiss	500	80	7.9175878	8.1751127243042
Mondi	unknown	weiss	500	100	123.5623	17.19376564025879
Double A	DIN A3 (297 x 420 mm)	weiss	500	75	5.629275	9.229867935180664
HP	DIN A4 (210 x 297 mm)	weiss	20	300	20.339024	18.120819091796875
Clairefontaine	DIN A5 (148 x 210 mm)	unknown	500	80	3.2851279000000004	4.406903266906738
Papier Union	unknown	unknown	100	240	82.92067	40.94133377075195
Papyrus	DIN A4 (210 x 297 mm)	gruen	500	80	6.956922500000001	6.374269485473633
Steinbeis Papier	DIN A4 (210 x 297 mm)	gruen	500	80	4.895	4.844890594482422
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	160	8.709999	6.110353946685791
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	160	8.103750999999999	15.91613483428955
Trophee	DIN A4 (210 x 297 mm)	unknown	500	80	6.447619	7.158611297607422
Clairefontaine	DIN A4 (210 x 297 mm)	gelb	100	80	5.4546523	4.274660110473633
Mondi	DIN A4 (210 x 297 mm)	weiss	250	200	11.165471	11.103071212768555
Trophée Color	unknown	gruen	2500	80	15.5222	14.537108421325684
Papier Union	unknown	elfenbein	100	400	22.211502	95.69922637939453
Igepa	DIN A3 (297 x 420 mm)	goldgelb	500	80	16.562819	54.06678009033203
UPM	DIN A4 (210 x 297 mm)	weiss	500	80	7.8307652	5.642777919769287
Papier Union	unknown	kieselgrau	100	320	8.051497999999999	38.64433670043945
HP	unknown	hochweiss	unknown	130	64.540634	99.060302734375
Mondi	DIN A4 (210 x 297 mm)	unknown	500	80	6.411667	4.478235244750977
Mondi	DIN A3 (297 x 420 mm)	weiss	500	100	17.070253	20.64720916748047
Discovery	DIN A4 (210 x 297 mm)	weiss	2500	75	20.425232	17.024995803833008
Image	DIN A3 (297 x 420 mm)	weiss	500	90	12.402395	15.960448265075684
Mondi	DIN A3 (297 x 420 mm)	weiss	150	280	19.190996	20.686140060424805
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	13.499751999999999	7.290247440338135
Mondi	DIN A3 (297 x 420 mm)	weiss	500	80	12.430835	9.529922485351562
Lyreco	DIN A4 (210 x 297 mm)	weiss	500	80	2.4892855	2.2323737144470215
SMART COPY	DIN A4 (210 x 297 mm)	weiss	500	80	2.8494372	32.795494079589844
Xerox	DIN A3 (297 x 420 mm)	weiss	250	160	15.671667999999999	14.492372512817383
Clairefontaine	unknown	sand	250	160	12.436586	13.735030174255371
Clairefontaine	DIN A3 (297 x 420 mm)	gruen	250	160	11.416249	21.403032302856445
Metsae	DIN A4 (210 x 297 mm)	weiss	200	100	11.721966	8.66784954071045
Papier Union	unknown	unknown	100	90	2.9525	21.4448184967041
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	100	7.050416499999999	6.896675109863281
Papier Union	unknown	perlgrau	100	320	15.570246	8.115405082702637
Epson	DIN A4 (210 x 297 mm)	weiss	50	192	12.694295	15.314108848571777
Antalis	DIN A4 (210 x 297 mm)	unknown	500	80	3.8025994	5.587000846862793
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	80	6.089373	9.780723571777344
Papyrus	DIN A4 (210 x 297 mm)	hellgelb	250	120	14.784891	8.346151351928711
Arjowiggins	unknown	unknown	100	90	9.442250999999999	10.118599891662598
HP	DIN A4 (210 x 297 mm)	weiss	500	100	6.3438888	8.358526229858398
Clairefontaine	DIN A3 (297 x 420 mm)	beige	250	160	13.505	15.949368476867676
Mondi	DIN A4 (210 x 297 mm)	weiss	250	200	9.205702	11.103071212768555
Mondi	DIN A3 (297 x 420 mm)	weiss	500	80	8.178244	9.529922485351562
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	90	10.080532	7.573971748352051
Mondi	DIN A4 (210 x 297 mm)	gold	500	80	7.0598965	6.948793411254883
Rainbow	DIN A3 (297 x 420 mm)	gelb	250	160	17.233334	19.028963088989258
Papier Union	unknown	ziegelrot	100	320	43.66685	39.14625549316406
Arjowiggins	unknown	grau	100	120	5.377999	5.859784126281738
Igepa	DIN A4 (210 x 297 mm)	gelb	250	80	5.373302	6.288785457611084
Mondi	DIN A3 (297 x 420 mm)	mittelgruen	500	80	12.562164	9.063399314880371
Arjowiggins	unknown	californiablau	100	240	11.288252	24.30071449279785
Papier Union	unknown	kieselgrau	100	170	35.004417	5.200935363769531
Papier Union	unknown	dunkelgruen	100	240	41.917415999999996	37.0249137878418
HP	unknown	weiss	unknown	90	31.307398	45.26087188720703
Clairefontaine	DIN A3 (297 x 420 mm)	unknown	500	80	11.608773	8.398818969726562
Staples	DIN A4 (210 x 297 mm)	hellblau	500	80	4.739518599999999	73.19216918945312
Clairefontaine	unknown	weiss	250	160	15.452248	11.817072868347168
Papier Union	unknown	goldgelb	100	240	6.6049995	41.086971282958984
Papier Union	unknown	kirschrot	100	320	24.856005	57.70701599121094
Igepa	DIN A3 (297 x 420 mm)	weiss	500	90	10.187414	17.597057342529297
Antalis	DIN A4 (210 x 297 mm)	weiss	500	80	3.449893	3.065009355545044
HP	unknown	weiss	500	80	10.848759	10.776822090148926
Rainbow	DIN A5 (148 x 210 mm)	gruen	200000	80	1272.7894	5.504536151885986
RecyStar	DIN A4 (210 x 297 mm)	rosa	250	160	8.024335	11.31799030303955
Papier Union	unknown	aprikose	100	90	2.4172497	20.278642654418945
Clairefontaine	unknown	weiss	500	80	9.562263	12.014579772949219
Clairefontaine	DIN A3 (297 x 420 mm)	rosa	250	160	12.705606	13.686112403869629
Clairefontaine	DIN A4 (210 x 297 mm)	orange	500	80	5.3704165999999995	6.551996231079102
Clairefontaine	DIN A4 (210 x 297 mm)	violett	50	160	4.576666400000001	4.661869525909424
Clairefontaine	unknown	unknown	500	80	22.895254	22.2896728515625
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	250	7.234584299999999	12.300492286682129
Staples	DIN A4 (210 x 297 mm)	unknown	25	240	7.1071860000000004	7.917056083679199
Staples	DIN A4 (210 x 297 mm)	unknown	2500	80	13.685978	16.411094665527344
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	280	13.564252	9.245436668395996
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	170	9.255833	6.946339130401611
UPM	DIN A4 (210 x 297 mm)	weiss	500	80	4.841952	5.642777919769287
Clairefontaine	unknown	neongelb	500	80	19.819208	24.391225814819336
Papier Union	unknown	goldgelb	100	240	53.05828	41.086971282958984
Papyrus	DIN A4 (210 x 297 mm)	weiss	2500	80	79.0	21.992259979248047
Papyrus	DIN A4 (210 x 297 mm)	gruen	250	160	8.421169	16.04903221130371
Papier Union	unknown	dunkelgruen	100	170	13.85125	32.036712646484375
Clairefontaine	DIN A4 (210 x 297 mm)	hellgrau	500	80	4.7866664000000005	5.557242393493652
Xerox	unknown	weiss	500	80	6.11225	10.54609489440918
Staples	DIN A4 (210 x 297 mm)	weiss	500	80	4.049652	265.52001953125
Papier Union	unknown	unknown	100	120	41.53799	19.838760375976562
Clairefontaine	DIN A4 (210 x 297 mm)	orange	500	80	6.737935	6.551996231079102
Lyreco	DIN A3 (297 x 420 mm)	unknown	500	80	10.846922	9.308985710144043
Clairefontaine	unknown	weiss	250	190	19.548504	7.553119659423828
Yes	DIN A4 (210 x 297 mm)	weiss	2500	80	22.690832	23.46623420715332
Sigel	DIN A4 (210 x 297 mm)	weiss	25	200	25.44	9.254982948303223
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	hellblau	50	80	2.2208333	1.757498025894165
Xerox	DIN SRA3 (320 x 450 mm)	weiss	250	300	30.828333	28.83934211730957
Papyrus	DIN A4 (210 x 297 mm)	weiss	2500	80	17.098095	21.992259979248047
Inapa	DIN A3 (297 x 420 mm)	weiss	500	80	6.477258999999999	8.1751127243042
Clairefontaine	DIN A3 (297 x 420 mm)	blau	500	80	10.4383335	11.837065696716309
Staples	DIN A4 (210 x 297 mm)	ultraweiss	25	240	7.446252	4.552865982055664
Paper One	unknown	unknown	unknown	unknown	4.108071	88.72019958496094
Xerox	DIN SRA3 (320 x 450 mm)	weiss	250	150	15.665001	15.53729248046875
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	125	250	4.944642	5.669643878936768
Double A	DIN A4 (210 x 297 mm)	weiss	100000	80	522.5187	576.97802734375
Arjowiggins	unknown	zitronengelb	100	90	9.581750999999999	5.047093868255615
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	21.843643	8.387626647949219
Sigel	DIN A4 (210 x 297 mm)	weiss	500	100	14.853385999999999	12.246166229248047
Arjowiggins	unknown	goldgelb	100	240	11.279001	24.31181526184082
Mondi	unknown	weiss	250	220	27.520502	17.192232131958008
Papyrus	DIN A4 (210 x 297 mm)	blau	500	80	4.8518906	6.836935043334961
Lyreco	DIN A3 (297 x 420 mm)	blau	500	80	16.357506	14.356335639953613
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	210	8.730749000000001	10.206015586853027
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	gruen	25	160	2.2175002	2.213369607925415
Xerox	DIN SRA3 (320 x 450 mm)	weiss	125	300	16.155418	19.887123107910156
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	20	160	17.19	5.331082820892334
HP	DIN A4 (210 x 297 mm)	weiss	2500	80	15.162857	24.094655990600586
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	40	180	9.902188	16.053464889526367
Arjowiggins	unknown	blau	100	120	5.8305006	5.630041122436523
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	75	3.5630004	5.1888861656188965
Papier Union	unknown	zitronengelb	100	90	2.563	20.35194969177246
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	50	160	5.240755	3.950110673904419
Clairefontaine	unknown	blau	250	120	20.319874	11.74288272857666
Igepa	DIN A3 (297 x 420 mm)	maigruen	500	80	16.924093	67.6827163696289
Mondi	DIN A4 (210 x 297 mm)	weiss	500	80	4.196257	37.55560302734375
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	120	5.47722	7.048496246337891
HP	DIN A3 (297 x 420 mm)	weiss	250	160	8.87	11.590277671813965
Unbekannt	unknown	weiss	unknown	80	3.9890842000000006	7.7001800537109375
Staples	DIN A4 (210 x 297 mm)	grau	500	80	4.785981	11.255850791931152
Papyrus	DIN A4 (210 x 297 mm)	grau	500	80	17.560577	8.09957504272461
Arjowiggins	unknown	unknown	100	240	24.34125	23.020864486694336
Clairefontaine	DIN A4 (210 x 297 mm)	fuchsia	100	80	4.594167	4.610156536102295
Xerox	DIN A3 (297 x 420 mm)	weiss	250	150	18.45125	16.573633193969727
Xerox	DIN SRA3 (320 x 450 mm)	weiss	125	350	18.692503	18.601463317871094
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	2500	80	43.882690000000004	23.93145751953125
Team Group	DIN A3 (297 x 420 mm)	weiss	500	80	8.4454155	9.637598991394043
Clairefontaine	DIN SRA3 (320 x 450 mm)	weiss	125	350	14.653374	16.93515968322754
Papyrus	DIN A4 (210 x 297 mm)	weiss	5000	unknown	22.899998	23.023740768432617
Unbekannt	DIN A4 (210 x 297 mm)	rosa	250	160	7.216884599999999	7.963905334472656
Epson	DIN A3 (297 x 420 mm)	unknown	50	192	41.49	82.4615249633789
Papier Union	unknown	perlgrau	100	240	48.814274	6.141458988189697
Papyrus	DIN A4 (210 x 297 mm)	gelb	250	160	16.575312	6.8965935707092285
Papier Union	unknown	goldgelb	100	170	4.6477512999999995	24.802515029907227
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	135	10.565417	14.289073944091797
Mondi	DIN SRA3 (320 x 450 mm)	weiss	150	250	23.26417	17.41158676147461
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	500	100	6.3560615	7.531013488769531
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	120	6.865469999999999	7.048496246337891
Clairefontaine	DIN A4 (210 x 297 mm)	aprikose	500	80	7.798627400000001	14.764960289001465
Papyrus	DIN A4 (210 x 297 mm)	hellrosa	500	80	5.616333	8.858207702636719
Papier Union	unknown	goldgelb	100	120	3.3737495	19.291284561157227
Papier Union	unknown	beige	100	240	6.0707498	48.38062286376953
Staples	DIN A4 (210 x 297 mm)	korallenrot	250	120	4.911135	3.226738929748535
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	3.365311	7.290247440338135
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	200	9.350083999999999	20.23335075378418
HP	DIN A4 (210 x 297 mm)	weiss	50	180	17.083336	10.66332721710205
Papier Union	unknown	perlgrau	100	170	34.975006	4.479984760284424
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	250	120	3.9774995000000004	7.350185871124268
Mondi	DIN A3 (297 x 420 mm)	wasserblau	500	160	14.810026	24.566011428833008
Clairefontaine	DIN A4 (210 x 297 mm)	gelb	50	160	3.9481453999999996	3.7568929195404053
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	500	80	6.2142324	5.415313720703125
Image	DIN SRA3 (320 x 450 mm)	weiss	250	200	29.580002	19.925662994384766
Unbekannt	DIN A4 (210 x 297 mm)	maigruen	250	120	7.235943300000001	12.463900566101074
Image	DIN SRA3 (320 x 450 mm)	weiss	250	160	22.535004	20.617055892944336
Papier Union	unknown	perlgrau	100	120	3.1287502999999997	24.829652786254883
Mondi	DIN A3 (297 x 420 mm)	gruen	250	160	14.931647	13.752900123596191
Xerox	DIN A4 (210 x 297 mm)	weiss	2500	80	28.002552	17.227128982543945
Clairefontaine	DIN A4 (210 x 297 mm)	blau	250	120	3.9724994	14.139891624450684
Unbekannt	DIN A3 (297 x 420 mm)	gelb	250	160	15.780246	16.684295654296875
Papier Union	unknown	goldgelb	100	120	26.981496999999997	19.291284561157227
Mondi	unknown	weiss	250	160	15.527586999999999	18.845396041870117
Clairefontaine	DIN A4 (210 x 297 mm)	violett	250	160	7.98911	5.288177013397217
Unbekannt	DIN A3 (297 x 420 mm)	weiss	125	250	12.821373	13.143830299377441
Arjowiggins	unknown	grau	100	170	16.171	7.646065711975098
Mondi	DIN A3 (297 x 420 mm)	unknown	500	60	6.3613334	19.910123825073242
Papier Union	unknown	californiablau	100	240	53.066566	29.272253036499023
Image	DIN A3 (297 x 420 mm)	weiss	250	120	8.408789	11.802007675170898
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	100	80	2.335111	3.246530055999756
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	250	160	10.2072935	7.729076862335205
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	160	7.347619	6.110353946685791
Clairefontaine	DIN A4 (210 x 297 mm)	orange	250	160	5.905	5.822242736816406
Epson	unknown	weiss	80	255	9.803600999999999	14.84814167022705
Steinbeis Papier	DIN A3 (297 x 420 mm)	weiss	500	80	7.9676695	9.509997367858887
Stora Enso	DIN A4 (210 x 297 mm)	weiss	2500	80	3.8361113	68.05696868896484
Brunnen Baier & Schneider	unknown	unknown	unknown	unknown	3.36	3.356055736541748
UPM	DIN A4 (210 x 297 mm)	weiss	500	80	5.299231	5.642777919769287
Portucel Soporcel	DIN A4 (210 x 297 mm)	weiss	1500	80	14.03645	85.08992004394531
Image	DIN A4 (210 x 297 mm)	weiss	500	80	4.148967	4.789734840393066
Steinbeis Papier	DIN A4 (210 x 297 mm)	unknown	500	80	4.6386647000000005	4.470883369445801
Steinbeis Papier	DIN A3 (297 x 420 mm)	weiss	500	80	10.15104	9.509997367858887
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	500	80	4.793749299999999	6.586831092834473
Portucel Soporcel	DIN A4 (210 x 297 mm)	unknown	500	80	4.763626599999999	6.9921875
HP	unknown	weiss	125	280	19.966253	12.765641212463379
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	hellgruen	35	120	2.2116667999999997	2.6979007720947266
Steinbeis Papier	DIN A4 (210 x 297 mm)	pastellgruen	500	80	5.1283335999999995	5.434262275695801
HP	unknown	weiss	unknown	90	40.55	45.26087188720703
Freytag & Petersen	DIN A4 (210 x 297 mm)	weiss	5000	80	37.097477000000005	22.16542625427246
Mondi	DIN A4 (210 x 297 mm)	vanille	250	120	5.4237943	4.573193073272705
Image	DIN A3 (297 x 420 mm)	weiss	125	300	19.359582999999997	20.315664291381836
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	90	31.632507	7.573971748352051
Inapa	DIN A4 (210 x 297 mm)	weiss	500	80	5.2850790000000005	3.1805105209350586
Mondi	DIN A5 (148 x 210 mm)	wasserblau	1000	80	7.099355999999999	8.03717041015625
Rainbow	unknown	unknown	unknown	unknown	4.5530767	3.9946961402893066
Clairefontaine	DIN A3 (297 x 420 mm)	beige	250	160	9.438333	15.949368476867676
TOP-Preis	DIN A4 (210 x 297 mm)	orange	250	120	7.163291	13.179852485656738
Xerox	DIN A4 (210 x 297 mm)	weiss	2500	80	17.287024	17.227128982543945
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	160	7.667147	11.19814395904541
Corona	DIN A4 (210 x 297 mm)	weiss	500	80	3.6656413	5.256773948669434
Mondi	DIN A4 (210 x 297 mm)	weiss	250	160	10.960834	9.874188423156738
5 Star	DIN A4 (210 x 297 mm)	weiss	500	80	2.3366666	10.11245346069336
Staples	DIN A4 (210 x 297 mm)	weiss	250	160	6.9189476999999995	5.21507453918457
Papier Union	unknown	dunkelgruen	100	120	9.908248	31.0163631439209
Image	DIN SRA3 (320 x 450 mm)	weiss	250	120	16.892916	15.684483528137207
Mondi	DIN A3 (297 x 420 mm)	unknown	500	90	16.541377999999998	17.77712631225586
Xerox	DIN A3 (297 x 420 mm)	weiss	250	250	29.652502000000002	30.723108291625977
Papier Union	unknown	dunkelgruen	100	120	5.1362505	31.0163631439209
Schaefer Group	unknown	weiss	500	80	5.1225404999999995	19.495676040649414
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	150	90	10.665315	7.086036682128906
Xerox	DIN A4 (210 x 297 mm)	weiss	250	250	18.309584	14.479630470275879
Papier Union	unknown	unknown	100	120	21.1335	19.838760375976562
Xerox	DIN SRA3 (320 x 450 mm)	weiss	500	115	23.75625	25.88011360168457
Pioneer Electronics	DIN A4 (210 x 297 mm)	weiss	250	160	8.04498	7.067000865936279
Igepa	DIN A4 (210 x 297 mm)	orange	unknown	80	5.3085217	2.9312005043029785
Multicopy	unknown	unknown	unknown	unknown	14.814468	9.34935474395752
Clairefontaine	DIN A3 (297 x 420 mm)	elfenbein	125	210	9.589224	10.062212944030762
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	160	12.629763	15.91613483428955
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	13.750576	7.290247440338135
Papier Union	unknown	elfenbein	100	90	20.123	2.5939719676971436
Staples	DIN A4 (210 x 297 mm)	weiss	500	100	5.835946599999999	109.469482421875
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	2.6213889999999997	8.387626647949219
HP	unknown	unknown	unknown	unknown	97.57429	75.6474609375
Image	DIN SRA3 (320 x 450 mm)	weiss	500	90	25.274584	16.6738338470459
Staples	DIN A4 (210 x 297 mm)	blau	250	160	6.204557	5.460788726806641
Clairefontaine	DIN A3 (297 x 420 mm)	kanariengelb	500	80	14.518747	14.287628173828125
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	4.7595835	7.290247440338135
Schaefer Group	DIN A4 (210 x 297 mm)	weiss	2500	100	39.541615	280.569091796875
Papyrus	DIN A4 (210 x 297 mm)	grau	250	120	5.8000393	5.021669387817383
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	250	160	5.90375	8.121516227722168
Clairefontaine	unknown	gruen	1000	160	21.182426	29.26460075378418
Lyreco	DIN A4 (210 x 297 mm)	unknown	500	80	7.771668400000001	6.1664204597473145
TOP-Preis	DIN A4 (210 x 297 mm)	gold	500	80	8.106392999999999	8.73098087310791
Papyrus	DIN A3 (297 x 420 mm)	ultraweiss	500	80	9.352869	7.3385748863220215
Papier Union	unknown	elfenbein	100	240	6.0689993	36.66166687011719
Arjowiggins	unknown	zitronengelb	100	240	24.36075	11.368002891540527
Papyrus	DIN A4 (210 x 297 mm)	gruen	250	160	7.894258	16.04903221130371
Papier Union	unknown	elfenbein	100	240	48.848564	36.66166687011719
Steinbeis Papier	DIN A4 (210 x 297 mm)	pastellblau	500	80	5.1791673	7.624872207641602
Mondi	DIN A3 (297 x 420 mm)	weiss	500	100	14.681329999999999	20.64720916748047
Lyreco	DIN A4 (210 x 297 mm)	gruen	500	80	7.2330766	5.986202239990234
Data Copy	DIN A4 (210 x 297 mm)	unknown	2500	80	24.533758	14.762314796447754
Staples	DIN A4 (210 x 297 mm)	elfenbein	250	160	5.5514636	4.8471574783325195
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	500	100	12.826789	10.108437538146973
Papyrus	DIN A4 (210 x 297 mm)	naturweiss	2500	unknown	36.49305	14.773324966430664
Stora Enso	DIN A3 (297 x 420 mm)	weiss	500	80	8.326668	10.708102226257324
Lyreco	DIN A4 (210 x 297 mm)	gruen	250	160	6.869167	7.745278358459473
Carl Berberich	DIN A4 (210 x 297 mm)	zitronengelb	500	80	12.449999	30.01654624938965
Metsae	DIN A4 (210 x 297 mm)	weiss	500	90	23.093245	6.741558074951172
Papier Union	unknown	elfenbein	100	170	4.32475	34.6258430480957
Schaefer Group	DIN A4 (210 x 297 mm)	weiss	500	80	25.899998	55.295928955078125
Corona	DIN A4 (210 x 297 mm)	unknown	500	80	7.678257	6.005307197570801
Igepa	DIN A3 (297 x 420 mm)	lavendel	500	80	12.713861	19.50970458984375
Clairefontaine	DIN A4 (210 x 297 mm)	leuchtgruen	500	80	7.659585000000001	6.781655311584473
Mondi	unknown	weiss	125	300	5.881428700000001	12.105931282043457
Clairefontaine	DIN A3 (297 x 420 mm)	hellgruen	500	80	17.22	10.697709083557129
Clairefontaine	DIN A3 (297 x 420 mm)	gruen	500	80	14.346362	10.600689888000488
Lyreco	DIN A4 (210 x 297 mm)	dunkelblau	500	80	6.470000700000001	6.19637393951416
HP	DIN A4 (210 x 297 mm)	unknown	500	80	4.6619997	11.2333345413208
Steinbeis Papier	unknown	gruen	500	80	241.29326	10.285364151000977
Schaefer Group	DIN A4 (210 x 297 mm)	unknown	10000	80	77.95168000000001	296.7325439453125
Clairefontaine	DIN A3 (297 x 420 mm)	beige	500	80	8.904583	8.634215354919434
Clairefontaine	DIN A3 (297 x 420 mm)	unknown	500	80	13.2290745	8.398818969726562
HP	unknown	weiss	unknown	125	105.8331	87.86766815185547
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	5.851666000000001	8.387626647949219
Inapa	DIN A4 (210 x 297 mm)	weiss	250	160	7.8692145	6.955638408660889
Arjowiggins	unknown	perlgrau	100	170	16.183249	7.6120429039001465
RecyStar®	DIN A4 (210 x 297 mm)	blau	500	80	5.3245059999999995	9.158080101013184
Clairefontaine	DIN A4 (210 x 297 mm)	rosa	500	80	14.805081	9.55962085723877
Staples	DIN A4 (210 x 297 mm)	korallenrot	250	120	16.174412	3.226738929748535
Clairefontaine	unknown	neonorange	2500	80	71.252815	29.920272827148438
Arjowiggins	unknown	unknown	100	90	9.593501	10.118599891662598
Clairefontaine	unknown	weiss	125	280	15.905251999999999	10.630773544311523
Clairefontaine	DIN A4 (210 x 297 mm)	pfirsich	2500	80	22.064870000000003	23.47709083557129
Steinbeis Papier	DIN A4 (210 x 297 mm)	unknown	500	80	4.531667	4.470883369445801
HP	DIN A4 (210 x 297 mm)	weiss	500	90	10.504241	7.297372817993164
