brand	Format	Farbe	Verpackungseinheit	Papierstaerke	price	prediction
Michaelis	DIN A4 (210 x 297 mm)	weiss	250	200	12.886944999999999	12.947213172912598
Unbekannt	DIN A4 (210 x 297 mm)	weiss	250	160	7.0837955	6.959811210632324
Papier Union	unknown	rot	100	90	2.9515	6.961923599243164
Mondi	DIN A4 (210 x 297 mm)	weiss	250	250	21.34592	12.081694602966309
Staples	DIN A4 (210 x 297 mm)	unknown	250	80	6.240396	4.8764214515686035
Multicopy	unknown	unknown	unknown	unknown	5.965	9.30070972442627
Papier Union	unknown	unknown	100	240	41.940273	42.14862823486328
Epson	DIN A4 (210 x 297 mm)	weiss	500	90	8.239999000000001	9.182769775390625
Sigel	DIN A3 (297 x 420 mm)	hochweiss	50	210	64.90281999999999	32.56365966796875
Xerox	DIN SRA3 (320 x 450 mm)	weiss	100	250	15.943332	23.45241355895996
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	60	7.9335523	9.647488594055176
Igepa	DIN A4 (210 x 297 mm)	orange	250	190	11.627561	12.793417930603027
Staples	DIN A4 (210 x 297 mm)	altgold	500	80	5.660567299999999	52.897796630859375
Xerox	DIN A3 (297 x 420 mm)	weiss	250	160	22.125418	14.826555252075195
Australien Paper	DIN A4 (210 x 297 mm)	unknown	500	80	4.205898	32.14029312133789
Portucel Soporcel	DIN A3 (297 x 420 mm)	weiss	500	90	11.104286	12.470571517944336
Inapa	DIN A3 (297 x 420 mm)	unknown	500	80	8.951245	7.4445343017578125
HP	unknown	weiss	unknown	90	21.315306	46.489830017089844
Sigel	DIN A5 (148 x 210 mm)	unknown	72	260	28.710928000000003	34.34885787963867
Clairefontaine	DIN A3 (297 x 420 mm)	gelb	250	160	26.357363	49.89719009399414
Freytag & Petersen	DIN A3 (297 x 420 mm)	weiss	2000	120	48.232586	35.866912841796875
Clairefontaine	unknown	blau	1000	160	32.691708	17.575862884521484
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	80	9.5599985	11.587636947631836
Arjowiggins	unknown	rotorange	100	120	6.68825	14.821269989013672
Xerox	DIN A4 (210 x 297 mm)	weiss	250	160	11.31375	7.527800559997559
Mondi	DIN A4 (210 x 297 mm)	weiss	250	200	11.111695	11.320188522338867
Mondi	DIN A4 (210 x 297 mm)	rosa	500	80	15.126470999999999	6.423834800720215
Mondi	DIN A4 (210 x 297 mm)	orange	250	160	8.347955	8.50446605682373
HP	unknown	hochweiss	unknown	130	46.34046	99.7723159790039
Igepa	DIN A4 (210 x 297 mm)	weiss	500	70	4.087890600000001	4.705752849578857
Staples	DIN A4 (210 x 297 mm)	blau	250	160	5.491462	5.560725212097168
Clairefontaine	DIN A4 (210 x 297 mm)	aprikose	500	80	6.012917	8.481654167175293
Papier Union	unknown	perlgrau	100	320	34.045590000000004	8.66131591796875
Papyrus	DIN A4 (210 x 297 mm)	unknown	500	80	4.4685163	10.69826889038086
Staples	DIN A4 (210 x 297 mm)	weiss	2500	80	15.413692999999999	20.22676658630371
Staples	DIN A3 (297 x 420 mm)	gelb	500	80	9.597694	10.292471885681152
RecyStar	DIN A4 (210 x 297 mm)	beige	500	80	4.745	6.47756814956665
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	75	3.3102940000000003	5.241385459899902
Multicopy	unknown	unknown	unknown	unknown	10.839523	9.30070972442627
Papyrus	DIN A3 (297 x 420 mm)	chamois	500	80	11.723723	17.71795082092285
Schaefer Group	DIN A4 (210 x 297 mm)	weiss	500	unknown	3.4840348	4.27675724029541
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	500	90	10.360772	11.642555236816406
Staples	DIN A4 (210 x 297 mm)	neongelb	500	80	9.209432000000001	58.86966323852539
Unbekannt	DIN A3 (297 x 420 mm)	gelb	500	80	15.011398000000002	10.654155731201172
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	500	110	9.458038	5.897568225860596
Mondi	DIN A4 (210 x 297 mm)	weiss	250	170	11.562861	14.386388778686523
Soennecken	DIN A3 (297 x 420 mm)	weiss	500	80	8.602356	8.924712181091309
Clairefontaine	DIN A4 (210 x 297 mm)	rosa	500	80	4.7883334	9.948391914367676
Arjowiggins	unknown	gruen	100	90	4.9574995	4.200657844543457
Inapa	DIN A3 (297 x 420 mm)	weiss	500	80	7.9175878	7.128017902374268
Mondi	unknown	weiss	500	100	123.5623	17.79400062561035
Double A	DIN A3 (297 x 420 mm)	weiss	500	75	5.629275	15.314340591430664
HP	DIN A4 (210 x 297 mm)	weiss	20	300	20.339024	18.749229431152344
Clairefontaine	DIN A5 (148 x 210 mm)	unknown	500	80	3.2851279000000004	4.539164066314697
Papier Union	unknown	unknown	100	240	82.92067	42.14862823486328
Papyrus	DIN A4 (210 x 297 mm)	gruen	500	80	6.956922500000001	6.6300811767578125
Steinbeis Papier	DIN A4 (210 x 297 mm)	gruen	500	80	4.895	5.61245059967041
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	160	8.709999	6.388828277587891
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	160	8.103750999999999	16.160947799682617
Trophee	DIN A4 (210 x 297 mm)	unknown	500	80	6.447619	15.97748851776123
Clairefontaine	DIN A4 (210 x 297 mm)	gelb	100	80	5.4546523	4.385765552520752
Mondi	DIN A4 (210 x 297 mm)	weiss	250	200	11.165471	11.320188522338867
Trophée Color	unknown	gruen	2500	80	15.5222	10.60240364074707
Papier Union	unknown	elfenbein	100	400	22.211502	97.37255096435547
Igepa	DIN A3 (297 x 420 mm)	goldgelb	500	80	16.562819	28.931045532226562
UPM	DIN A4 (210 x 297 mm)	weiss	500	80	7.8307652	5.883679389953613
Papier Union	unknown	kieselgrau	100	320	8.051497999999999	39.71196746826172
HP	unknown	hochweiss	unknown	130	64.540634	99.7723159790039
Mondi	DIN A4 (210 x 297 mm)	unknown	500	80	6.411667	4.677422046661377
Mondi	DIN A3 (297 x 420 mm)	weiss	500	100	17.070253	21.030010223388672
Discovery	DIN A4 (210 x 297 mm)	weiss	2500	75	20.425232	14.723650932312012
Image	DIN A3 (297 x 420 mm)	weiss	500	90	12.402395	16.220956802368164
Mondi	DIN A3 (297 x 420 mm)	weiss	150	280	19.190996	20.699026107788086
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	13.499751999999999	7.372062683105469
Mondi	DIN A3 (297 x 420 mm)	weiss	500	80	12.430835	10.035004615783691
Lyreco	DIN A4 (210 x 297 mm)	weiss	500	80	2.4892855	2.398725986480713
SMART COPY	DIN A4 (210 x 297 mm)	weiss	500	80	2.8494372	57.676822662353516
Xerox	DIN A3 (297 x 420 mm)	weiss	250	160	15.671667999999999	14.826555252075195
Clairefontaine	unknown	sand	250	160	12.436586	10.931697845458984
Clairefontaine	DIN A3 (297 x 420 mm)	gruen	250	160	11.416249	21.763893127441406
Metsae	DIN A4 (210 x 297 mm)	weiss	200	100	11.721966	11.20344066619873
Papier Union	unknown	unknown	100	90	2.9525	22.047863006591797
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	100	7.050416499999999	6.514106273651123
Papier Union	unknown	perlgrau	100	320	15.570246	8.66131591796875
Epson	DIN A4 (210 x 297 mm)	weiss	50	192	12.694295	16.58202362060547
Antalis	DIN A4 (210 x 297 mm)	unknown	500	80	3.8025994	3.8646891117095947
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	80	6.089373	10.270248413085938
Papyrus	DIN A4 (210 x 297 mm)	hellgelb	250	120	14.784891	10.55104923248291
Arjowiggins	unknown	unknown	100	90	9.442250999999999	10.446187973022461
HP	DIN A4 (210 x 297 mm)	weiss	500	100	6.3438888	9.130597114562988
Clairefontaine	DIN A3 (297 x 420 mm)	beige	250	160	13.505	11.467321395874023
Mondi	DIN A4 (210 x 297 mm)	weiss	250	200	9.205702	11.320188522338867
Mondi	DIN A3 (297 x 420 mm)	weiss	500	80	8.178244	10.035004615783691
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	90	10.080532	7.47765588760376
Mondi	DIN A4 (210 x 297 mm)	gold	500	80	7.0598965	8.298114776611328
Rainbow	DIN A3 (297 x 420 mm)	gelb	250	160	17.233334	28.88521957397461
Papier Union	unknown	ziegelrot	100	320	43.66685	39.517337799072266
Arjowiggins	unknown	grau	100	120	5.377999	8.59068775177002
Igepa	DIN A4 (210 x 297 mm)	gelb	250	80	5.373302	9.086145401000977
Mondi	DIN A3 (297 x 420 mm)	mittelgruen	500	80	12.562164	11.883796691894531
Arjowiggins	unknown	californiablau	100	240	11.288252	25.11464500427246
Papier Union	unknown	kieselgrau	100	170	35.004417	5.321593284606934
Papier Union	unknown	dunkelgruen	100	240	41.917415999999996	39.329593658447266
HP	unknown	weiss	unknown	90	31.307398	46.489830017089844
Clairefontaine	DIN A3 (297 x 420 mm)	unknown	500	80	11.608773	8.257000923156738
Staples	DIN A4 (210 x 297 mm)	hellblau	500	80	4.739518599999999	50.84354019165039
Clairefontaine	unknown	weiss	250	160	15.452248	9.091980934143066
Papier Union	unknown	goldgelb	100	240	6.6049995	36.78715133666992
Papier Union	unknown	kirschrot	100	320	24.856005	59.23876190185547
Igepa	DIN A3 (297 x 420 mm)	weiss	500	90	10.187414	15.086355209350586
Antalis	DIN A4 (210 x 297 mm)	weiss	500	80	3.449893	3.263120651245117
HP	unknown	weiss	500	80	10.848759	19.043542861938477
Rainbow	DIN A5 (148 x 210 mm)	gruen	200000	80	1272.7894	3.485196590423584
RecyStar	DIN A4 (210 x 297 mm)	rosa	250	160	8.024335	7.883777141571045
Papier Union	unknown	aprikose	100	90	2.4172497	20.912044525146484
Clairefontaine	unknown	weiss	500	80	9.562263	12.882271766662598
Clairefontaine	DIN A3 (297 x 420 mm)	rosa	250	160	12.705606	14.086506843566895
Clairefontaine	DIN A4 (210 x 297 mm)	orange	500	80	5.3704165999999995	6.649278163909912
Clairefontaine	DIN A4 (210 x 297 mm)	violett	50	160	4.576666400000001	4.702880859375
Clairefontaine	unknown	unknown	500	80	22.895254	23.548175811767578
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	250	7.234584299999999	12.467608451843262
Staples	DIN A4 (210 x 297 mm)	unknown	25	240	7.1071860000000004	8.394201278686523
Staples	DIN A4 (210 x 297 mm)	unknown	2500	80	13.685978	16.777496337890625
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	280	13.564252	9.371980667114258
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	170	9.255833	7.006230354309082
UPM	DIN A4 (210 x 297 mm)	weiss	500	80	4.841952	5.883679389953613
Clairefontaine	unknown	neongelb	500	80	19.819208	25.060089111328125
Papier Union	unknown	goldgelb	100	240	53.05828	36.78715133666992
Papyrus	DIN A4 (210 x 297 mm)	weiss	2500	80	79.0	22.458316802978516
Papyrus	DIN A4 (210 x 297 mm)	gruen	250	160	8.421169	17.231884002685547
Papier Union	unknown	dunkelgruen	100	170	13.85125	32.960777282714844
Clairefontaine	DIN A4 (210 x 297 mm)	hellgrau	500	80	4.7866664000000005	5.297957420349121
Xerox	unknown	weiss	500	80	6.11225	10.97253131866455
Staples	DIN A4 (210 x 297 mm)	weiss	500	80	4.049652	266.57598876953125
Papier Union	unknown	unknown	100	120	41.53799	20.393016815185547
Clairefontaine	DIN A4 (210 x 297 mm)	orange	500	80	6.737935	6.649278163909912
Lyreco	DIN A3 (297 x 420 mm)	unknown	500	80	10.846922	9.862344741821289
Clairefontaine	unknown	weiss	250	190	19.548504	7.763347148895264
Yes	DIN A4 (210 x 297 mm)	weiss	2500	80	22.690832	23.874393463134766
Sigel	DIN A4 (210 x 297 mm)	weiss	25	200	25.44	10.39919662475586
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	hellblau	50	80	2.2208333	3.1149520874023438
Xerox	DIN SRA3 (320 x 450 mm)	weiss	250	300	30.828333	34.37624740600586
Papyrus	DIN A4 (210 x 297 mm)	weiss	2500	80	17.098095	22.458316802978516
Inapa	DIN A3 (297 x 420 mm)	weiss	500	80	6.477258999999999	7.128017902374268
Clairefontaine	DIN A3 (297 x 420 mm)	blau	500	80	10.4383335	12.184834480285645
Staples	DIN A4 (210 x 297 mm)	ultraweiss	25	240	7.446252	6.162975788116455
Paper One	unknown	unknown	unknown	unknown	4.108071	86.4354019165039
Xerox	DIN SRA3 (320 x 450 mm)	weiss	250	150	15.665001	15.608234405517578
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	125	250	4.944642	6.068087577819824
Double A	DIN A4 (210 x 297 mm)	weiss	100000	80	522.5187	581.8336181640625
Arjowiggins	unknown	zitronengelb	100	90	9.581750999999999	5.139084339141846
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	21.843643	9.077500343322754
Sigel	DIN A4 (210 x 297 mm)	weiss	500	100	14.853385999999999	12.647096633911133
Arjowiggins	unknown	goldgelb	100	240	11.279001	25.285844802856445
Mondi	unknown	weiss	250	220	27.520502	17.496543884277344
Papyrus	DIN A4 (210 x 297 mm)	blau	500	80	4.8518906	7.037346363067627
Lyreco	DIN A3 (297 x 420 mm)	blau	500	80	16.357506	14.577969551086426
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	125	210	8.730749000000001	10.43684196472168
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	gruen	25	160	2.2175002	2.3433098793029785
Xerox	DIN SRA3 (320 x 450 mm)	weiss	125	300	16.155418	26.021947860717773
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	20	160	17.19	7.187550067901611
HP	DIN A4 (210 x 297 mm)	weiss	2500	80	15.162857	25.302236557006836
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	40	180	9.902188	15.429940223693848
Arjowiggins	unknown	blau	100	120	5.8305006	6.193238735198975
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	75	3.5630004	5.241385459899902
Papier Union	unknown	zitronengelb	100	90	2.563	21.216167449951172
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	50	160	5.240755	4.118163585662842
Clairefontaine	unknown	blau	250	120	20.319874	11.961060523986816
Igepa	DIN A3 (297 x 420 mm)	maigruen	500	80	16.924093	86.32022094726562
Mondi	DIN A4 (210 x 297 mm)	weiss	500	80	4.196257	39.08479309082031
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	120	5.47722	7.258519172668457
HP	DIN A3 (297 x 420 mm)	weiss	250	160	8.87	12.779187202453613
Unbekannt	unknown	weiss	unknown	80	3.9890842000000006	8.257932662963867
Staples	DIN A4 (210 x 297 mm)	grau	500	80	4.785981	25.930198669433594
Papyrus	DIN A4 (210 x 297 mm)	grau	500	80	17.560577	8.516109466552734
Arjowiggins	unknown	unknown	100	240	24.34125	23.879974365234375
Clairefontaine	DIN A4 (210 x 297 mm)	fuchsia	100	80	4.594167	2.8600847721099854
Xerox	DIN A3 (297 x 420 mm)	weiss	250	150	18.45125	12.974249839782715
Xerox	DIN SRA3 (320 x 450 mm)	weiss	125	350	18.692503	18.864986419677734
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	2500	80	43.882690000000004	24.108959197998047
Team Group	DIN A3 (297 x 420 mm)	weiss	500	80	8.4454155	7.430834770202637
Clairefontaine	DIN SRA3 (320 x 450 mm)	weiss	125	350	14.653374	15.177066802978516
Papyrus	DIN A4 (210 x 297 mm)	weiss	5000	unknown	22.899998	23.373184204101562
Unbekannt	DIN A4 (210 x 297 mm)	rosa	250	160	7.216884599999999	8.452824592590332
Epson	DIN A3 (297 x 420 mm)	unknown	50	192	41.49	58.1876106262207
Papier Union	unknown	perlgrau	100	240	48.814274	6.709796905517578
Papyrus	DIN A4 (210 x 297 mm)	gelb	250	160	16.575312	7.176261901855469
Papier Union	unknown	goldgelb	100	170	4.6477512999999995	21.566875457763672
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	135	10.565417	12.494878768920898
Mondi	DIN SRA3 (320 x 450 mm)	weiss	150	250	23.26417	16.85198211669922
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	500	100	6.3560615	7.899981498718262
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	120	6.865469999999999	7.258519172668457
Clairefontaine	DIN A4 (210 x 297 mm)	aprikose	500	80	7.798627400000001	8.481654167175293
Papyrus	DIN A4 (210 x 297 mm)	hellrosa	500	80	5.616333	8.416004180908203
Papier Union	unknown	goldgelb	100	120	3.3737495	20.357412338256836
Papier Union	unknown	beige	100	240	6.0707498	49.83799743652344
Staples	DIN A4 (210 x 297 mm)	korallenrot	250	120	4.911135	3.7998456954956055
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	3.365311	7.372062683105469
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	200	9.350083999999999	22.15530776977539
HP	DIN A4 (210 x 297 mm)	weiss	50	180	17.083336	21.26302719116211
Papier Union	unknown	perlgrau	100	170	34.975006	4.627100467681885
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	250	120	3.9774995000000004	7.632938385009766
Mondi	DIN A3 (297 x 420 mm)	wasserblau	500	160	14.810026	22.31179428100586
Clairefontaine	DIN A4 (210 x 297 mm)	gelb	50	160	3.9481453999999996	4.010553359985352
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	500	80	6.2142324	5.544383525848389
Image	DIN SRA3 (320 x 450 mm)	weiss	250	200	29.580002	20.16078758239746
Unbekannt	DIN A4 (210 x 297 mm)	maigruen	250	120	7.235943300000001	19.523086547851562
Image	DIN SRA3 (320 x 450 mm)	weiss	250	160	22.535004	20.863351821899414
Papier Union	unknown	perlgrau	100	120	3.1287502999999997	25.22404670715332
Mondi	DIN A3 (297 x 420 mm)	gruen	250	160	14.931647	10.781107902526855
Xerox	DIN A4 (210 x 297 mm)	weiss	2500	80	28.002552	17.54674530029297
Clairefontaine	DIN A4 (210 x 297 mm)	blau	250	120	3.9724994	14.511831283569336
Unbekannt	DIN A3 (297 x 420 mm)	gelb	250	160	15.780246	17.08582878112793
Papier Union	unknown	goldgelb	100	120	26.981496999999997	20.357412338256836
Mondi	unknown	weiss	250	160	15.527586999999999	18.919599533081055
Clairefontaine	DIN A4 (210 x 297 mm)	violett	250	160	7.98911	5.343934535980225
Unbekannt	DIN A3 (297 x 420 mm)	weiss	125	250	12.821373	13.436591148376465
Arjowiggins	unknown	grau	100	170	16.171	7.929081439971924
Mondi	DIN A3 (297 x 420 mm)	unknown	500	60	6.3613334	10.80517864227295
Papier Union	unknown	californiablau	100	240	53.066566	28.676422119140625
Image	DIN A3 (297 x 420 mm)	weiss	250	120	8.408789	12.01146125793457
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	100	80	2.335111	3.3417229652404785
Clairefontaine	DIN A4 (210 x 297 mm)	unknown	250	160	10.2072935	8.00892162322998
Clairefontaine	DIN A4 (210 x 297 mm)	weiss	250	160	7.347619	6.388828277587891
Clairefontaine	DIN A4 (210 x 297 mm)	orange	250	160	5.905	6.586437225341797
Epson	unknown	weiss	80	255	9.803600999999999	17.924577713012695
Steinbeis Papier	DIN A3 (297 x 420 mm)	weiss	500	80	7.9676695	9.873577117919922
Stora Enso	DIN A4 (210 x 297 mm)	weiss	2500	80	3.8361113	56.65922546386719
Brunnen Baier & Schneider	unknown	unknown	unknown	unknown	3.36	3.453138828277588
UPM	DIN A4 (210 x 297 mm)	weiss	500	80	5.299231	5.883679389953613
Portucel Soporcel	DIN A4 (210 x 297 mm)	weiss	1500	80	14.03645	92.01641082763672
Image	DIN A4 (210 x 297 mm)	weiss	500	80	4.148967	4.946909427642822
Steinbeis Papier	DIN A4 (210 x 297 mm)	unknown	500	80	4.6386647000000005	4.743533611297607
Steinbeis Papier	DIN A3 (297 x 420 mm)	weiss	500	80	10.15104	9.873577117919922
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	500	80	4.793749299999999	6.810312747955322
Portucel Soporcel	DIN A4 (210 x 297 mm)	unknown	500	80	4.763626599999999	7.282309055328369
HP	unknown	weiss	125	280	19.966253	19.37948226928711
Brunnen Baier & Schneider	DIN A4 (210 x 297 mm)	hellgruen	35	120	2.2116667999999997	2.6687028408050537
Steinbeis Papier	DIN A4 (210 x 297 mm)	pastellgruen	500	80	5.1283335999999995	6.004605770111084
HP	unknown	weiss	unknown	90	40.55	46.489830017089844
Freytag & Petersen	DIN A4 (210 x 297 mm)	weiss	5000	80	37.097477000000005	23.66449546813965
Mondi	DIN A4 (210 x 297 mm)	vanille	250	120	5.4237943	4.801429271697998
Image	DIN A3 (297 x 420 mm)	weiss	125	300	19.359582999999997	17.299808502197266
Unbekannt	DIN A4 (210 x 297 mm)	weiss	500	90	31.632507	7.47765588760376
Inapa	DIN A4 (210 x 297 mm)	weiss	500	80	5.2850790000000005	3.3012516498565674
Mondi	DIN A5 (148 x 210 mm)	wasserblau	1000	80	7.099355999999999	6.733736991882324
Rainbow	unknown	unknown	unknown	unknown	4.5530767	3.869598150253296
Clairefontaine	DIN A3 (297 x 420 mm)	beige	250	160	9.438333	11.467321395874023
TOP-Preis	DIN A4 (210 x 297 mm)	orange	250	120	7.163291	9.972429275512695
Xerox	DIN A4 (210 x 297 mm)	weiss	2500	80	17.287024	17.54674530029297
Papyrus	DIN A4 (210 x 297 mm)	weiss	250	160	7.667147	11.533252716064453
Corona	DIN A4 (210 x 297 mm)	weiss	500	80	3.6656413	8.814343452453613
Mondi	DIN A4 (210 x 297 mm)	weiss	250	160	10.960834	10.185446739196777
5 Star	DIN A4 (210 x 297 mm)	weiss	500	80	2.3366666	11.688387870788574
Staples	DIN A4 (210 x 297 mm)	weiss	250	160	6.9189476999999995	7.345150947570801
Papier Union	unknown	dunkelgruen	100	120	9.908248	32.5380744934082
Image	DIN SRA3 (320 x 450 mm)	weiss	250	120	16.892916	16.02069854736328
Mondi	DIN A3 (297 x 420 mm)	unknown	500	90	16.541377999999998	18.076011657714844
Xerox	DIN A3 (297 x 420 mm)	weiss	250	250	29.652502000000002	31.258546829223633
Papier Union	unknown	dunkelgruen	100	120	5.1362505	32.5380744934082
Schaefer Group	unknown	weiss	500	80	5.1225404999999995	16.122453689575195
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	150	90	10.665315	7.740077972412109
Xerox	DIN A4 (210 x 297 mm)	weiss	250	250	18.309584	14.834946632385254
Papier Union	unknown	unknown	100	120	21.1335	20.393016815185547
Xerox	DIN SRA3 (320 x 450 mm)	weiss	500	115	23.75625	27.461660385131836
Pioneer Electronics	DIN A4 (210 x 297 mm)	weiss	250	160	8.04498	7.3264055252075195
Igepa	DIN A4 (210 x 297 mm)	orange	unknown	80	5.3085217	2.521946907043457
Multicopy	unknown	unknown	unknown	unknown	14.814468	9.30070972442627
Clairefontaine	DIN A3 (297 x 420 mm)	elfenbein	125	210	9.589224	12.356026649475098
Clairefontaine	DIN A3 (297 x 420 mm)	weiss	250	160	12.629763	16.160947799682617
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	13.750576	7.372062683105469
Papier Union	unknown	elfenbein	100	90	20.123	2.9114973545074463
Staples	DIN A4 (210 x 297 mm)	weiss	500	100	5.835946599999999	138.81712341308594
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	2.6213889999999997	9.077500343322754
HP	unknown	unknown	unknown	unknown	97.57429	75.08660125732422
Image	DIN SRA3 (320 x 450 mm)	weiss	500	90	25.274584	18.474895477294922
Staples	DIN A4 (210 x 297 mm)	blau	250	160	6.204557	5.560725212097168
Clairefontaine	DIN A3 (297 x 420 mm)	kanariengelb	500	80	14.518747	14.684562683105469
Papyrus	DIN A4 (210 x 297 mm)	weiss	500	80	4.7595835	7.372062683105469
Schaefer Group	DIN A4 (210 x 297 mm)	weiss	2500	100	39.541615	327.6704406738281
Papyrus	DIN A4 (210 x 297 mm)	grau	250	120	5.8000393	9.284233093261719
Clairefontaine	DIN A4 (210 x 297 mm)	gruen	250	160	5.90375	8.512396812438965
Clairefontaine	unknown	gruen	1000	160	21.182426	29.974403381347656
Lyreco	DIN A4 (210 x 297 mm)	unknown	500	80	7.771668400000001	6.323648929595947
TOP-Preis	DIN A4 (210 x 297 mm)	gold	500	80	8.106392999999999	8.752772331237793
Papyrus	DIN A3 (297 x 420 mm)	ultraweiss	500	80	9.352869	9.309603691101074
Papier Union	unknown	elfenbein	100	240	6.0689993	28.430255889892578
Arjowiggins	unknown	zitronengelb	100	240	24.36075	12.064143180847168
Papyrus	DIN A4 (210 x 297 mm)	gruen	250	160	7.894258	17.231884002685547
Papier Union	unknown	elfenbein	100	240	48.848564	28.430255889892578
Steinbeis Papier	DIN A4 (210 x 297 mm)	pastellblau	500	80	5.1791673	5.371962547302246
Mondi	DIN A3 (297 x 420 mm)	weiss	500	100	14.681329999999999	21.030010223388672
Lyreco	DIN A4 (210 x 297 mm)	gruen	500	80	7.2330766	7.636571407318115
Data Copy	DIN A4 (210 x 297 mm)	unknown	2500	80	24.533758	13.3054780960083
Staples	DIN A4 (210 x 297 mm)	elfenbein	250	160	5.5514636	5.364950180053711
Avery Zweckform	DIN A4 (210 x 297 mm)	weiss	500	100	12.826789	8.28166675567627
Papyrus	DIN A4 (210 x 297 mm)	naturweiss	2500	unknown	36.49305	10.416720390319824
Stora Enso	DIN A3 (297 x 420 mm)	weiss	500	80	8.326668	10.806593894958496
Lyreco	DIN A4 (210 x 297 mm)	gruen	250	160	6.869167	7.976118087768555
Carl Berberich	DIN A4 (210 x 297 mm)	zitronengelb	500	80	12.449999	28.740917205810547
Metsae	DIN A4 (210 x 297 mm)	weiss	500	90	23.093245	8.612648010253906
Papier Union	unknown	elfenbein	100	170	4.32475	35.688602447509766
Schaefer Group	DIN A4 (210 x 297 mm)	weiss	500	80	25.899998	60.31620407104492
Corona	DIN A4 (210 x 297 mm)	unknown	500	80	7.678257	6.235773086547852
Igepa	DIN A3 (297 x 420 mm)	lavendel	500	80	12.713861	41.28407669067383
Clairefontaine	DIN A4 (210 x 297 mm)	leuchtgruen	500	80	7.659585000000001	6.386628150939941
Mondi	unknown	weiss	125	300	5.881428700000001	12.398503303527832
Clairefontaine	DIN A3 (297 x 420 mm)	hellgruen	500	80	17.22	10.974742889404297
Clairefontaine	DIN A3 (297 x 420 mm)	gruen	500	80	14.346362	10.893333435058594
Lyreco	DIN A4 (210 x 297 mm)	dunkelblau	500	80	6.470000700000001	6.466872692108154
HP	DIN A4 (210 x 297 mm)	unknown	500	80	4.6619997	16.313194274902344
Steinbeis Papier	unknown	gruen	500	80	241.29326	11.064037322998047
Schaefer Group	DIN A4 (210 x 297 mm)	unknown	10000	80	77.95168000000001	396.99810791015625
Clairefontaine	DIN A3 (297 x 420 mm)	beige	500	80	8.904583	7.83125638961792
Clairefontaine	DIN A3 (297 x 420 mm)	unknown	500	80	13.2290745	8.257000923156738
HP	unknown	weiss	unknown	125	105.8331	87.49555206298828
Xerox	DIN A4 (210 x 297 mm)	weiss	500	80	5.851666000000001	9.077500343322754
Inapa	DIN A4 (210 x 297 mm)	weiss	250	160	7.8692145	5.1224894523620605
Arjowiggins	unknown	perlgrau	100	170	16.183249	7.718023300170898
RecyStar®	DIN A4 (210 x 297 mm)	blau	500	80	5.3245059999999995	7.387031555175781
Clairefontaine	DIN A4 (210 x 297 mm)	rosa	500	80	14.805081	9.948391914367676
Staples	DIN A4 (210 x 297 mm)	korallenrot	250	120	16.174412	3.7998456954956055
Clairefontaine	unknown	neonorange	2500	80	71.252815	27.51519775390625
Arjowiggins	unknown	unknown	100	90	9.593501	10.446187973022461
Clairefontaine	unknown	weiss	125	280	15.905251999999999	11.487899780273438
Clairefontaine	DIN A4 (210 x 297 mm)	pfirsich	2500	80	22.064870000000003	20.380908966064453
Steinbeis Papier	DIN A4 (210 x 297 mm)	unknown	500	80	4.531667	4.743533611297607
HP	DIN A4 (210 x 297 mm)	weiss	500	90	10.504241	7.619007587432861
