set_id,price,brand,Format,Farbe,Verpackungseinheit,Papierstaerke
3506562,15.299167,Clairefontaine,DIN A3 (297 x 420 mm),leuchtgelb,500,80
8619581,3.1899998,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
6592073,34.03912,Papier Union,unknown,kieselgrau,100,320
7464290,82.90757,Papier Union,unknown,kirschrot,100,240
15419008,31.812918,Xerox,DIN SRA3 (320 x 450 mm),weiss,250,250
8840472,16.936407,Papyrus,DIN A3 (297 x 420 mm),weiss,500,80
5973929,19.95537,Xerox,DIN A4 (210 x 297 mm),weiss,2500,80
15419015,17.684587,Xerox,DIN SRA3 (320 x 450 mm),weiss,250,170
2905401,13.811692,Unbekannt,DIN A4 (210 x 297 mm),weiss,2500,80
3005323,5.370834,Clairefontaine,DIN A4 (210 x 297 mm),orange,500,80
5320523,4.912727,Staples,DIN A4 (210 x 297 mm),orange,250,120
15770799,19.254505,Arjowiggins,unknown,unknown,100,170
7464295,41.890274,Papier Union,unknown,kirschrot,100,240
14343816,20.927044,Data Copy,DIN A4 (210 x 297 mm),weiss,2500,80
273501,4.766953,Staples,DIN A4 (210 x 297 mm),blau,500,80
13100829,12.098309,Double A,DIN A3 (297 x 420 mm),weiss,500,100
10130257,8.756249,Clairefontaine,DIN A3 (297 x 420 mm),elfenbein,500,80
6373492,16.724253,CreativPapier,unknown,weiss,500,80
2626716,3.9840744,Symbio Copy,DIN A5 (148 x 210 mm),weiss,500,80
1843116,8.457779,Unbekannt,DIN A4 (210 x 297 mm),gruen,250,160
13276199,5.261667,Clairefontaine,DIN A4 (210 x 297 mm),gelb,250,160
4123750,25.53386,Clairefontaine,unknown,grau,250,120
7979220,3.6054165,Herlitz,DIN A4 (210 x 297 mm),weiss,200,90
14737760,41.110004,Xerox,unknown,unknown,500,80
7599911,5.4353766,TOP-Preis,DIN A4 (210 x 297 mm),weiss,500,80
12620236,14.931498,Mondi,DIN A4 (210 x 297 mm),gelb,500,160
8161627,18.524448,Mondi,DIN A3 (297 x 420 mm),weiss,500,90
5773022,5.414267,Staples,DIN A4 (210 x 297 mm),lachs,250,160
7905088,20.952501,Image,DIN SRA3 (320 x 450 mm),weiss,500,80
1826744,17.676668,Xerox,DIN SRA3 (320 x 450 mm),weiss,250,170
8390635,21.53875,Image,DIN SRA3 (320 x 450 mm),weiss,250,160
10750684,5.629584,Image,DIN A4 (210 x 297 mm),weiss,500,75
5686956,4.2958336,Staples,DIN A4 (210 x 297 mm),weiss,500,80
14138544,10.935,Matai,DIN A4 (210 x 297 mm),diamant,250,90
12803364,4.292174,Clairefontaine,DIN A4 (210 x 297 mm),unknown,500,80
8008362,9.437751,Arjowiggins,unknown,unknown,100,90
5256182,15.993338,Mondi,DIN A3 (297 x 420 mm),gelb,250,160
12988581,6.943132,Clairefontaine,DIN A4 (210 x 297 mm),gelb,500,80
8307795,7.0933337,Clairefontaine,DIN A4 (210 x 297 mm),gruen,250,120
13728213,142.43657,HP,unknown,hochweiss,unknown,130
7166668,11.645751,Clairefontaine,unknown,pfirsich,500,80
3579029,12.580168,Clairefontaine,DIN A3 (297 x 420 mm),sand,500,80
6334854,4.3565817,Image,DIN A4 (210 x 297 mm),weiss,500,80
13623144,2.4788022,Papyrus,DIN A4 (210 x 297 mm),beige,100,80
6195316,26.975,Papyrus,DIN A4 (210 x 297 mm),unknown,2500,80
5342632,15.531294,Mondi,DIN A3 (297 x 420 mm),blau,250,160
14732146,6.2557154,Mondi,DIN A4 (210 x 297 mm),blau,500,80
2256673,23.738382,Papyrus,DIN A3 (297 x 420 mm),weiss,250,160
12824266,10.441667,Clairefontaine,DIN A3 (297 x 420 mm),gruen,500,80
2104399,21.642826,HP,DIN A4 (210 x 297 mm),weiss,2000,120
9509813,13.532872,HP,DIN A4 (210 x 297 mm),unknown,100,200
8008382,10.972499,Arjowiggins,unknown,unknown,100,90
15659627,10.328934,RecyStar,DIN A3 (297 x 420 mm),weiss,500,unknown
1093305,10.814218,Mondi,DIN A4 (210 x 297 mm),weiss,150,280
3252998,4.793637,Pioneer Electronics,DIN A4 (210 x 297 mm),weiss,500,75
10932437,40.04864,Papyrus,DIN A4 (210 x 297 mm),orange,250,160
8470408,2.1916668,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),violett,35,120
7462121,13.873751,Papier Union,unknown,creme,100,170
7368090,7.6535087,Papyrus,DIN A4 (210 x 297 mm),beige,250,160
8950325,2.2216668,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),gruen,25,160
4937178,13.428497,Clairefontaine,unknown,kirschrot,250,160
8390668,12.175418,Image,DIN SRA3 (320 x 450 mm),weiss,250,90
15685978,16.077333,Clairefontaine,unknown,gruen,2500,80
7497680,11.21156,Clairefontaine,DIN A4 (210 x 297 mm),chamois,500,80
11213141,20.46385,Lyreco,DIN A4 (210 x 297 mm),weiss,2500,80
13190444,19.744171,Unbekannt,DIN A3 (297 x 420 mm),grau,500,80
413911,4.9574995,Arjowiggins,unknown,goldgelb,100,90
2026305,96.02933,HP,unknown,hochweiss,unknown,130
10245765,5.540001,Image,DIN A4 (210 x 297 mm),weiss,500,80
12511955,6.461249,Clairefontaine,DIN A4 (210 x 297 mm),gelb,500,100
12869169,20.339615,Double A,DIN A4 (210 x 297 mm),unknown,2500,80
12027946,4.0785556,Canon,DIN A4 (210 x 297 mm),gelb,500,80
6525570,3.096944,Inapa,DIN A4 (210 x 297 mm),weiss,500,80
12129984,10.315229,Image,DIN A3 (297 x 420 mm),weiss,500,80
1502030,28.291382,Papyrus,DIN A4 (210 x 297 mm),weiss,5000,80
8224012,5.3669987,Arjowiggins,unknown,elfenbein,100,120
4119991,14.891859,Xerox,DIN A4 (210 x 297 mm),weiss,2500,80
12769781,9.245001,Clairefontaine,DIN A3 (297 x 420 mm),violett,500,80
10464596,35.05886,Papier Union,unknown,grau,100,170
4016633,44.195053,Mondi,DIN A4 (210 x 297 mm),weiss,500,100
14806960,14.140342,Sigel,DIN A4 (210 x 297 mm),hochweiss,20,190
7616718,6.7329755,Papyrus,DIN A4 (210 x 297 mm),violett,500,80
14689687,15.378107,Mondi,unknown,weiss,500,100
9811196,30.9,Papyrus,DIN A3 (297 x 420 mm),weiss,250,250
11079323,7.8880005,RecyStar,DIN A4 (210 x 297 mm),blau,250,160
7462189,13.857251,Papier Union,unknown,kirschrot,100,170
8224020,5.377999,Arjowiggins,unknown,weiss,100,120
8713725,12.387469,Papyrus,DIN A4 (210 x 297 mm),orange,500,80
13639563,4.836867,Data Copy,DIN A4 (210 x 297 mm),weiss,500,90
16292803,5.162475,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,500,75
1489353,2.99,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
14741073,3.6632402,Canon,DIN A4 (210 x 297 mm),weiss,500,80
4185456,7.660473,Unbekannt,DIN A6 (105 x 148 mm),weiss,2000,80
250465,13.533332,Xerox,DIN A4 (210 x 297 mm),weiss,500,115
8607648,2.99,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
8001785,81.29696,Epson,DIN A3 (297 x 420 mm),weiss,100,unknown
13340612,7.665001,Clairefontaine,DIN A4 (210 x 297 mm),leuchtgelb,500,80
8263602,5.8192506,Arjowiggins,unknown,zitronengelb,100,120
10774691,10.611955,Stora Enso,DIN A3 (297 x 420 mm),weiss,500,80
14483856,11.213782,Staples,DIN A3 (297 x 420 mm),kanariengelb,500,80
2056178,3.371302,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
9135187,4.3416667,UPM,DIN A4 (210 x 297 mm),weiss,500,80
5605565,7.6362324,Staples,DIN A3 (297 x 420 mm),weiss,500,80
1130884,4.39,On t.o.p,DIN A4 (210 x 297 mm),weiss,500,80
6201701,4.539167,Clairefontaine,DIN A4 (210 x 297 mm),gruen,100,80
1431115,437.2228,Papyrus,DIN A3 (297 x 420 mm),weiss,50000,80
11660448,12.021609,Clairefontaine,DIN A4 (210 x 297 mm),rosa,250,120
7869744,12.911223,Papyrus,DIN A4 (210 x 297 mm),gruen,2500,80
919619,14.679999,Papier Union,unknown,unknown,2500,unknown
12542257,5.0933337,HP,DIN A4 (210 x 297 mm),weiss,500,90
273167,9.109922,Papyrus,DIN A3 (297 x 420 mm),weiss,500,80
15921739,5.0697494,Arjowiggins,unknown,rot,100,90
11242548,15.690031,Mondi,unknown,weiss,125,300
14957059,6.8712487,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,170
14809126,16.512886,Clairefontaine,unknown,rot,250,160
13024720,62.151115,CreativPapier,DIN SRA3 (320 x 450 mm),weiss,250,120
2851524,3.9195402,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
13172649,5.3562,Clairefontaine,DIN A4 (210 x 297 mm),weiss,125,210
10470391,4.3202496,Arjowiggins,unknown,weiss,100,170
8180773,5.6060877,Corona,DIN A4 (210 x 297 mm),blau,500,80
8227172,10.966999,Arjowiggins,unknown,rotorange,100,90
14160413,11.451162,Mondi,DIN A4 (210 x 297 mm),unknown,500,100
6464980,4.5485287,Soennecken,DIN A5 (148 x 210 mm),weiss,1000,90
7882710,5.722986,Papyrus,DIN A4 (210 x 297 mm),hellgrau,250,unknown
11052223,12.1051855,Rainbow,unknown,hellgelb,500,80
10441003,7.1920376,Clairefontaine,DIN A4 (210 x 297 mm),unknown,500,80
13097675,9.597237,HP,DIN A4 (210 x 297 mm),weiss,500,90
5778784,16.75578,Sigel,DIN A4 (210 x 297 mm),unknown,20,260
15462786,6.5948668,Sigel,DIN A4 (210 x 297 mm),weiss,20,170
8227175,4.962499,Arjowiggins,unknown,californiablau,100,90
15714191,14.977613,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,500,80
15921746,5.066249,Arjowiggins,unknown,ziegelrot,100,90
15600181,16.15514,Xerox,DIN A3 (297 x 420 mm),weiss,500,120
5436189,6.0302086,Clairefontaine,unknown,orange,250,120
12788972,68.39916,CreativPapier,DIN A4 (210 x 297 mm),weiss,250,180
10921709,3.8473473,Soennecken,DIN A4 (210 x 297 mm),weiss,500,80
12149567,20.779705,Igepa,unknown,unknown,100,unknown
12318913,27.996264,Clairefontaine,unknown,violett,1000,160
14857663,7.3379245,Unbekannt,DIN A3 (297 x 420 mm),unknown,500,75
7360996,9.479874,Igepa,unknown,unknown,250,135
15880769,15.3245325,Clairefontaine,unknown,lachs,2500,80
11405163,10.300463,Canon,DIN A4 (210 x 297 mm),unknown,50,170
5301207,40.46607,Clairefontaine,DIN A3 (297 x 420 mm),lachs,2500,80
11452351,7.080001,Xerox,DIN A4 (210 x 297 mm),weiss,100,250
8582604,11.157325,Staples,DIN A3 (297 x 420 mm),royalblau,500,80
10605884,58.861164,Papier Union,unknown,kirschrot,100,170
12656287,21.635834,CreativPapier,DIN A4 (210 x 297 mm),weiss,100,unknown
1761714,21.405788,Xerox,46 m,weiss,unknown,95
7855130,3.3039136,Rainbow,DIN A5 (148 x 210 mm),hellgelb,500,80
893368,27.55383,Multicopy,DIN A3 (297 x 420 mm),weiss,500,120
11355243,3.9139998,Mondi,DIN A4 (210 x 297 mm),unknown,150,250
1006938,5.3576922,Rey Papier,DIN A4 (210 x 297 mm),weiss,500,80
14337743,3.2257142,Mondi,DIN A4 (210 x 297 mm),kanariengelb,100,80
13172660,26.313337,Multicopy,DIN A4 (210 x 297 mm),weiss,2500,80
11292812,6.7133446,Clairefontaine,unknown,rot,250,120
11357896,165.66779,Papyrus,DIN A4 (210 x 297 mm),weiss,25000,80
8227198,24.35475,Arjowiggins,unknown,goldgelb,100,240
716900,5.2710433,HP,DIN A4 (210 x 297 mm),weiss,250,160
3317995,3.2406,Igepa,DIN A4 (210 x 297 mm),unknown,500,80
4519274,32.848373,Clairefontaine,unknown,blau,2500,80
117657,8.983175,Unbekannt,DIN A4 (210 x 297 mm),unknown,500,80
11785152,18.571377,Mondi,unknown,weiss,500,100
11858693,13.242603,Clairefontaine,unknown,orange,1000,160
8592910,14.88,Clairefontaine,DIN A3 (297 x 420 mm),unknown,500,60
11693324,5.8064623,Mondi,DIN A4 (210 x 297 mm),hochweiss,500,80
10627212,9.453501,Papier Union,DIN A3 (297 x 420 mm),hellblau,100,90
13619943,271.95428,Igepa,DIN A3 (297 x 420 mm),blau,500,80
15927017,7.1075473,Hansa Papier,DIN A4 (210 x 297 mm),rosa,250,120
580990,16.506952,BueroTipp,unknown,unknown,500,80
7464754,9.950998,Papier Union,unknown,tuerkis,100,240
10042235,9.336724,Clairefontaine,DIN A3 (297 x 420 mm),gelb,500,80
1128533,7.0114417,Unbekannt,DIN A4 (210 x 297 mm),vanille,500,80
5483379,19.352583,Sigel,DIN A4 (210 x 297 mm),hochweiss,20,260
160430,6.0595665,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,250
3417389,10.344238,Unbekannt,DIN A4 (210 x 297 mm),weiss,250,135
3363833,6.485129,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
10464500,7.905001,Papier Union,unknown,unknown,100,240
15310453,4.565713,Multicopy,DIN A4 (210 x 297 mm),weiss,250,160
10627220,2.4222498,Papier Union,DIN A5 (148 x 210 mm),kieselgrau,100,90
7464761,19.194244,Papier Union,unknown,tuerkis,100,240
4862753,13.3125,Xerox,DIN A3 (297 x 420 mm),weiss,500,80
2591792,33.52065,HP,unknown,hochweiss,unknown,90
10464508,41.807713,Papier Union,unknown,unknown,100,170
7464769,41.943703,Papier Union,unknown,tuerkis,100,240
12293074,6.2150006,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,500,80
7464764,82.863434,Papier Union,unknown,tuerkis,100,240
8531020,69.11737,Papyrus,DIN A1 (594 x 841 mm),weiss,500,80
9534866,28.252623,Xerox,DIN A4 (210 x 297 mm),weiss,5000,80
11777547,28.312326,Clairefontaine,DIN A3 (297 x 420 mm),rosa,500,80
3817518,2.9644303,TOP-Preis,DIN A5 (148 x 210 mm),weiss,500,80
4127563,12.855832,UPM,DIN A3 (297 x 420 mm),weiss,500,80
8230793,7.9370837,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,80
12137539,16.560757,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
8008335,4.1002493,Arjowiggins,unknown,aprikose,100,90
9297659,4.7431283,Navigator Papier,DIN A4 (210 x 297 mm),weiss,250,120
10096092,7.1666656,Lyreco,DIN A4 (210 x 297 mm),gelb,250,160
9732740,17.449999,Michaelis,DIN A3 (297 x 420 mm),korallenrot,500,80
2230049,20.99,Xerox,DIN A4 (210 x 297 mm),weiss,500,80
15440522,4.4483333,Symbio Copy,DIN A4 (210 x 297 mm),weiss,500,75
7458084,96.84276,Papier Union,unknown,elfenbein,100,400
11844072,27.726904,Papyrus,DIN A3 (297 x 420 mm),unknown,2500,80
8390696,13.21375,Image,DIN SRA3 (320 x 450 mm),weiss,250,100
14994001,6.379698,Image,DIN A4 (210 x 297 mm),weiss,500,90
7221997,12.269562,Sigel,DIN A4 (210 x 297 mm),weiss,500,100
11537807,14.498998,Clairefontaine,unknown,blau,500,80
10591538,9.918498,Papier Union,unknown,tuerkis,100,120
9751026,19.147715,Epson,DIN A3 (297 x 420 mm),weiss,30,259
9836411,47.02291,Clairefontaine,DIN A4 (210 x 297 mm),gruen,2500,80
12778738,10.451667,Clairefontaine,DIN A3 (297 x 420 mm),goldgelb,500,80
1745670,14.0999975,Antalis,DIN A4 (210 x 297 mm),weiss,250,200
9076319,15.3079195,Image,DIN A4 (210 x 297 mm),weiss,250,250
12777402,10.4504175,Clairefontaine,DIN A3 (297 x 420 mm),gruen,500,80
6371871,452.19693,UPM,DIN A4 (210 x 297 mm),weiss,100000,80
7299870,8.302899,Papyrus,unknown,blau,250,160
252258,27.371162,Mondi,unknown,weiss,250,200
8008341,9.586,Arjowiggins,unknown,unknown,100,90
13413222,10.349999,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
11770017,27.86917,Mondi,DIN SRA3 (320 x 450 mm),weiss,250,200
5514276,8.324567,Mondi,DIN A4 (210 x 297 mm),gruen,250,160
13290771,10.098333,Clairefontaine,DIN A3 (297 x 420 mm),blau,250,160
7848766,4.934762,Mondi,DIN A4 (210 x 297 mm),gelb,50,80
9604325,12.449999,Carl Berberich,DIN A4 (210 x 297 mm),rosa,250,160
5619206,10.159999,Xerox,DIN A4 (210 x 297 mm),weiss,500,100
12432569,23.867432,Igepa,unknown,weiss,500,100
6991234,8.017265,Image,DIN SRA3 (320 x 450 mm),weiss,125,250
3884372,7.0615993,Igepa,DIN A3 (297 x 420 mm),weiss,500,70
10755453,49.747784,Clairefontaine,DIN A3 (297 x 420 mm),gelb,250,160
1168506,47.406998,Schaefer Group,unknown,hochweiss,5000,80
12830184,6.295381,Papyrus,DIN A4 (210 x 297 mm),gruen,250,unknown
10465080,6.0604997,Papier Union,unknown,aprikose,100,240
10465084,34.992947,Papier Union,unknown,aprikose,100,170
8680328,4.833621,Double A,DIN A4 (210 x 297 mm),weiss,500,90
3002127,3.22,IBM,DIN A4 (210 x 297 mm),weiss,unknown,80
9493710,4.905908,Staples,DIN A4 (210 x 297 mm),maigruen,250,120
14602899,6.9951015,Soennecken,DIN A4 (210 x 297 mm),gelb,500,80
12763595,5.9079037,HP,DIN A4 (210 x 297 mm),weiss,500,80
11029819,1.9910002,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),blau,50,80
6204833,18.866667,Mondi,DIN A3 (297 x 420 mm),weiss,250,200
3437021,8.68625,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,210
7495949,3.1267502,Papier Union,unknown,beige,100,120
8825161,3.8764997,Papier Union,unknown,ziegelrot,100,120
5691421,6.0971217,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,210
8874139,15.553497,Papier Union,unknown,creme,100,320
9209081,4.8786483,Papyrus,DIN A5 (148 x 210 mm),hochweiss,500,100
142554,9.8099985,Clairefontaine,DIN A4 (210 x 297 mm),lindgruen,500,80
10606339,19.175245,Papier Union,unknown,dunkelgruen,100,240
443701,15.957357,Clairefontaine,unknown,lachs,250,160
8874134,67.171074,Papier Union,unknown,unknown,100,320
14548814,4.3369226,Clairefontaine,unknown,gruen,500,80
3476616,20.615831,Xerox,DIN A3 (297 x 420 mm),weiss,250,170
14650665,91.18653,HP,unknown,hochweiss,unknown,unknown
14674611,17.565975,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
5216022,762.31555,Papyrus,DIN A4 (210 x 297 mm),unknown,100000,80
9235368,5.251717,Mondi,DIN A4 (210 x 297 mm),weiss,500,60
11962051,15.4,Papyrus,DIN A4 (210 x 297 mm),weiss,250,250
8829532,4.652501,Papier Union,unknown,gruen,100,170
7495935,20.12625,Papier Union,unknown,aqua,100,90
4328583,4.214315,Papyrus,DIN A4 (210 x 297 mm),unknown,500,80
15954613,10.626838,Portucel Soporcel,DIN A3 (297 x 420 mm),weiss,500,75
11603964,8.925832,Lyreco,DIN A4 (210 x 297 mm),gelb,500,80
7495941,24.807503,Papier Union,unknown,beige,100,120
15369948,14.718374,Clairefontaine,DIN A3 (297 x 420 mm),blau,500,80
8039427,9.5599985,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,80
10677543,14.695556,Mondi,DIN SRA3 (320 x 450 mm),weiss,125,250
14515921,13.15975,Clairefontaine,DIN SRA3 (320 x 450 mm),weiss,125,300
14691183,8.531739,Papyrus,DIN A3 (297 x 420 mm),weiss,500,80
14621150,9.638194,Xerox,DIN A3 (297 x 420 mm),weiss,500,80
6815159,5.338362,Papyrus,DIN A5 (148 x 210 mm),hochweiss,500,120
11477622,11.541001,Papier Union,unknown,weiss,100,400
8064411,14.039499,Mondi,DIN A3 (297 x 420 mm),weiss,250,160
9145437,11.91,Mondi,DIN A4 (210 x 297 mm),weiss,250,135
15174940,4.317143,Portucel Soporcel,DIN A5 (148 x 210 mm),hochweiss,1000,80
12271689,6.967022,Staples,DIN A3 (297 x 420 mm),weiss,500,80
10627295,20.10575,Papier Union,DIN A2 (420 x 594 mm),kieselgrau,100,90
5103398,9.8099985,Clairefontaine,DIN A4 (210 x 297 mm),dunkelblau,500,80
14175494,12.340833,Pioneer Electronics,DIN SRA3 (320 x 450 mm),weiss,500,80
8874152,34.06147,Papier Union,unknown,elfenbein,100,320
10470451,60.833237,Papier Union,unknown,unknown,100,240
8484178,6.3662252,5 Star,DIN A4 (210 x 297 mm),gruen,500,80
12618768,16.891827,Staples,DIN A4 (210 x 297 mm),unknown,2500,80
8130513,7.9825616,Clairefontaine,DIN A3 (297 x 420 mm),weiss,500,80
11623580,17.972149,Igepa,unknown,weiss,500,100
13307247,4.65625,Clairefontaine,DIN A4 (210 x 297 mm),hellgruen,500,80
10539711,12.519566,Papyrus,DIN A3 (297 x 420 mm),mittelgelb,500,80
13896526,6.373863,Multicopy,DIN A4 (210 x 297 mm),weiss,500,100
8227097,4.908977,Staples,DIN A4 (210 x 297 mm),blau,250,120
12572941,6.1427298,Staples,DIN A4 (210 x 297 mm),rosa,250,160
5097907,3.8141665,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
11988681,4.3434105,Staples,DIN A4 (210 x 297 mm),gruen,250,120
15912048,16.17725,Arjowiggins,unknown,aqua,100,170
15318341,41.351116,Clairefontaine,unknown,chamois,500,80
12887049,5.264444,Clairefontaine,DIN A4 (210 x 297 mm),gruen,250,120
9079455,15.126471,Mondi,DIN A4 (210 x 297 mm),gelb,500,80
1812932,6.2496314,Clairefontaine,DIN A4 (210 x 297 mm),elfenbein,500,80
7464802,41.917416,Papier Union,unknown,rosa,100,240
5713445,156.02657,Papier Union,unknown,unknown,100,400
11577893,17.95085,Igepa,DIN A3 (297 x 420 mm),grau,500,80
164788,6.732636,Papyrus,DIN A4 (210 x 297 mm),gruen,500,80
4251448,11.0331545,Clairefontaine,unknown,rosa,250,120
8646441,5.788979,Soennecken,DIN A4 (210 x 297 mm),hellrosa,500,80
8952030,12.81302,Mondi,DIN A4 (210 x 297 mm),weiss,250,170
14682283,2.99,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
7501363,3.1242504,Papier Union,unknown,hellblau,100,120
15723886,8.064373,Clairefontaine,DIN A4 (210 x 297 mm),rot,250,160
1787551,2.2208333,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),dunkelgruen,35,120
15068785,5.1500764,Image,DIN A4 (210 x 297 mm),weiss,500,80
1257356,9.006672,Unbekannt,DIN A4 (210 x 297 mm),vanille,250,160
12076178,10.846169,Xerox,DIN A3 (297 x 420 mm),weiss,500,80
7927309,5.99,Unbekannt,unknown,weiss,500,80
5902288,5.103043,Sihl,DIN A4 (210 x 297 mm),weiss,20,280
3935523,16.679998,Xerox,DIN A3 (297 x 420 mm),unknown,500,100
6436916,5.275736,RecyStar®,DIN A4 (210 x 297 mm),gelb,500,80
11743283,5.51,Mondi,DIN A4 (210 x 297 mm),kanariengelb,50,80
10591494,21.123499,Papier Union,unknown,tuerkis,100,120
7712555,7.4842234,Papyrus,DIN A4 (210 x 297 mm),weiss,250,120
14936228,2.2640002,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),unknown,50,80
3521672,2.7848437,Papyrus,DIN A4 (210 x 297 mm),gelb,100,80
5542336,4.0691667,UPM,DIN A4 (210 x 297 mm),weiss,500,70
10606360,19.175245,Papier Union,unknown,unknown,100,240
4410564,4.350228,Staples,DIN A4 (210 x 297 mm),hellblau,250,120
5468563,7.526795,Mondi,DIN A4 (210 x 297 mm),gelb,500,160
2283438,16.925003,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,120
2399984,10.922098,Clairefontaine,unknown,gelb,500,80
7646614,4.394953,Igepa,DIN A4 (210 x 297 mm),hochweiss,500,80
9463002,5.1743474,Yes,DIN A4 (210 x 297 mm),weiss,500,80
4737475,55.397778,CreativPapier,DIN A4 (210 x 297 mm),weiss,500,120
616601,2.2233336,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),rot,25,160
3297805,6.4609985,Mondi,DIN A4 (210 x 297 mm),creme,500,80
6343757,5.546667,Lyreco,DIN A4 (210 x 297 mm),unknown,500,90
15487280,5.249459,Clairefontaine,DIN A4 (210 x 297 mm),beige,50,160
82665,14.354895,Papyrus,DIN A4 (210 x 297 mm),hochweiss,500,80
2352427,469.89932,Xt Verpackungen,DIN A4 (210 x 297 mm),weiss,100000,80
13390094,7.177395,Papyrus,DIN A4 (210 x 297 mm),gelb,500,80
15421426,689.34674,Papyrus,DIN A4 (210 x 297 mm),weiss,100000,80
15927975,5.374999,Arjowiggins,unknown,vanille,100,120
7376416,4.56,Hamelin,DIN A4 (210 x 297 mm),gruen,100,80
4737482,57.689445,CreativPapier,DIN A3 (297 x 420 mm),weiss,250,120
15408441,2.999244,Papyrus,DIN A4 (210 x 297 mm),weiss,100,100
3916442,11.232399,Sigel,DIN A4 (210 x 297 mm),unknown,75,105
9463015,9.017501,Yes,DIN A3 (297 x 420 mm),weiss,500,80
14749879,10.162102,Multicopy,DIN A4 (210 x 297 mm),weiss,500,80
4250938,4.7676916,Clairefontaine,DIN A4 (210 x 297 mm),unknown,500,60
1634641,23.286085,HP,DIN A4 (210 x 297 mm),weiss,2500,80
16186767,12.449999,Carl Berberich,DIN A4 (210 x 297 mm),rosa,500,80
3141273,8.131871,Unbekannt,DIN A4 (210 x 297 mm),rosa,250,160
16132905,8.723738,Xerox,unknown,unknown,500,80
5737437,12.933774,Canon,DIN A4 (210 x 297 mm),weiss,20,260
15927948,18.462221,Mondi,DIN A3 (297 x 420 mm),weiss,250,200
16131600,6.7173066,Xerox,DIN A4 (210 x 297 mm),weiss,500,100
12637099,4.4674,Freytag & Petersen,DIN A4 (210 x 297 mm),weiss,250,120
10397114,12.956665,Unbekannt,DIN A3 (297 x 420 mm),unknown,500,80
5444577,4.8757744,Igepa,DIN A4 (210 x 297 mm),altgold,250,80
4902484,27.948532,Clairefontaine,DIN A4 (210 x 297 mm),mandarine,2500,80
10165024,5.24044,RecyStar®,DIN A4 (210 x 297 mm),gruen,500,80
777934,7.570459,Clairefontaine,unknown,weiss,250,190
6038527,8.743549,Epson,unknown,weiss,40,255
586315,44.652737,Clairefontaine,DIN A3 (297 x 420 mm),violett,2500,80
8209263,14.523333,HP,DIN A3 (297 x 420 mm),unknown,500,90
8808694,32.126617,Papyrus,DIN A3 (297 x 420 mm),weiss,500,100
9198751,3.063962,Igepa,DIN A4 (210 x 297 mm),unknown,500,80
8867867,54.789112,Papier Union,unknown,braun,100,320
11197448,21.278856,Metsae,DIN A4 (210 x 297 mm),unknown,2500,80
14216618,7.1610003,Stora Enso,DIN A4 (210 x 297 mm),weiss,500,115
13275190,5.26,Clairefontaine,DIN A4 (210 x 297 mm),elfenbein,250,160
4622246,6.4656005,Avery Zweckform,unknown,weiss,100,180
8390704,13.199166,Image,DIN SRA3 (320 x 450 mm),weiss,250,100
5202273,13.001647,Mondi,DIN A3 (297 x 420 mm),rosa,500,80
13785735,14.445211,Clairefontaine,DIN A4 (210 x 297 mm),blau,250,120
14212254,16.099766,Clairefontaine,DIN A3 (297 x 420 mm),elfenbein,250,190
12337252,314.38168,Papyrus,DIN A4 (210 x 297 mm),weiss,50000,80
14860379,2.2141669,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),chamois,50,80
10125830,12.326321,Papyrus,DIN A3 (297 x 420 mm),hellchamois,500,80
8434747,7.271667,Lyreco,DIN A4 (210 x 297 mm),rosa,250,160
16096603,3.8645825,Xerox,DIN A4 (210 x 297 mm),weiss,500,75
6601778,8.446113,Unbekannt,DIN A4 (210 x 297 mm),rot,250,160
6352667,3.6308334,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),rosa,15,200
1856523,9.335334,Mayer-Kuvert-network,DIN A4 (210 x 297 mm),gruen,250,80
