set_id,price,brand,Format,Farbe,Verpackungseinheit,Papierstaerke
8329511,11.786667,Xerox,DIN A3 (297 x 420 mm),unknown,500,90
11935655,5.378752,Stora Enso,DIN A4 (210 x 297 mm),weiss,250,160
7773813,15.650416,Image,DIN A3 (297 x 420 mm),weiss,250,160
13014258,5.2583337,Clairefontaine,DIN A4 (210 x 297 mm),gelb,250,160
7249893,21.506332,Steinbeis Papier,DIN A4 (210 x 297 mm),unknown,2500,80
15326291,4.8405733,Mondi,DIN A4 (210 x 297 mm),unknown,500,80
14423721,3.733658,HP,DIN A4 (210 x 297 mm),weiss,500,80
6574841,7.394171,Clairefontaine,DIN A4 (210 x 297 mm),maigruen,500,80
3017593,7.422179,Mondi,unknown,weiss,125,300
13209142,99.85455,Igepa,DIN A4 (210 x 297 mm),blau,900,250
7454267,74.27415,Papier Union,DIN A2 (420 x 594 mm),goldgelb,unknown,320
7642571,16.727503,Clairefontaine,DIN A3 (297 x 420 mm),weiss,125,350
203898,6.781251,Mondi,DIN A4 (210 x 297 mm),weiss,250,120
16045343,5.3475494,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
7931064,1.8790243,Staufen,DIN A4 (210 x 297 mm),unknown,50,120
3119030,7.9327674,Papyrus,DIN A4 (210 x 297 mm),rosa,250,160
12749551,21.068464,Avery Zweckform,DIN A4 (210 x 297 mm),unknown,40,250
15641000,2.7636697,Papyrus,DIN A4 (210 x 297 mm),weiss,250,90
4322959,15.844501,Inapa,DIN A3 (297 x 420 mm),unknown,500,100
10377877,5.6019583,Corona,DIN A4 (210 x 297 mm),rosa,500,80
12770550,9.055,Clairefontaine,DIN A3 (297 x 420 mm),gelb,500,80
8831317,4.1034994,Papier Union,DIN A4 (210 x 297 mm),hellblau,100,90
12641486,6.8624997,Lyreco,DIN A4 (210 x 297 mm),blau,250,160
12807487,5.7859173,Soennecken,DIN A4 (210 x 297 mm),hellgruen,500,80
4438610,5.868833,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
5697276,82.83791,Papier Union,unknown,dunkelgruen,100,240
10460707,41.846855,Papier Union,unknown,rotorange,100,170
2218718,19.40567,Mondi,DIN A3 (297 x 420 mm),weiss,250,170
1643051,20.789448,Clairefontaine,unknown,braun,250,160
9444464,22.205416,HP,DIN SRA3 (320 x 450 mm),weiss,500,90
4599727,4.7963414,Staples,DIN A4 (210 x 297 mm),mittelblau,500,80
1376356,4.3383336,Mondi,unknown,weiss,500,80
11895188,3.6383336,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),chamois,50,80
7457318,5.1255007,Papier Union,unknown,dunkelbraun,100,120
11738419,53.093708,Papier Union,DIN A2 (420 x 594 mm),gruen,100,240
5714229,108.268616,Papier Union,DIN A2 (420 x 594 mm),kirschrot,100,320
365402,11.670768,Avery Zweckform,DIN A4 (210 x 297 mm),unknown,50,180
10460715,5.1362495,Papier Union,unknown,rotorange,100,170
6082120,2.2216668,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),beige,25,160
9914974,20.78908,Sigel,DIN A4 (210 x 297 mm),weiss,100,160
132684,5.388949,Staples,DIN A4 (210 x 297 mm),gold,250,160
9668717,123.14429,Xerox,30 m,weiss,unknown,250
290298,4.404491,Mondi,DIN A5 (148 x 210 mm),weiss,250,160
8759558,128.18127,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
5039788,13.54322,Papyrus,DIN A4 (210 x 297 mm),blau,250,120
7773853,9.032916,Image,DIN A4 (210 x 297 mm),weiss,500,100
14488223,9.544778,Staples,DIN A3 (297 x 420 mm),lindgruen,500,80
9443127,13.1689625,Unbekannt,DIN A3 (297 x 420 mm),weiss,125,250
6016662,5.6726675,Carl Berberich,DIN A4 (210 x 297 mm),weiss,250,160
7467572,4.1529627,Papyrus,DIN A4 (210 x 297 mm),unknown,500,80
15508463,24.223541,Clairefontaine,DIN A4 (210 x 297 mm),wasserblau,2500,80
5051019,10.750557,Antalis,DIN A3 (297 x 420 mm),weiss,500,100
7342908,26.9,Papyrus,DIN A3 (297 x 420 mm),weiss,500,120
12962188,8.8759985,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
3590083,5.869524,Metsae,DIN A4 (210 x 297 mm),unknown,500,100
14605398,10.906194,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
3677715,3.3939133,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
5762136,4.0429225,Stora Enso,DIN A4 (210 x 297 mm),weiss,500,80
9985053,14.995418,Xerox,DIN A3 (297 x 420 mm),unknown,500,90
7773792,17.680418,Image,DIN A3 (297 x 420 mm),weiss,500,100
11822475,3.3242214,Papyrus,DIN A4 (210 x 297 mm),neonrosa,100,80
15507122,16.146486,Clairefontaine,DIN A3 (297 x 420 mm),orange,500,80
6002733,19.450916,projectiondesign,DIN A3 (297 x 420 mm),unknown,500,100
12823196,6.410987,Mondi,DIN A4 (210 x 297 mm),rosa,500,160
8825758,4.3184996,Papier Union,unknown,kieselgrau,100,170
4840301,17.734009,Igepa,DIN A3 (297 x 420 mm),lachs,500,80
10464789,4.3182497,Papier Union,unknown,vanille,100,170
7462388,7.17225,Papier Union,unknown,dunkelgruen,100,170
8113327,7.4857497,Arjowiggins,unknown,hellblau,100,170
1071760,24.349327,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
10590418,54.722057,Papier Union,unknown,kirschrot,100,320
10916198,425.32367,Unbekannt,DIN A4 (210 x 297 mm),weiss,100000,80
12654275,4.625626,Papyrus,DIN A4 (210 x 297 mm),ultraweiss,500,80
9598695,7.474882,Steinbeis Papier,DIN A3 (297 x 420 mm),unknown,500,80
3995415,9.741044,Mondi,DIN A4 (210 x 297 mm),weiss,250,200
11719428,8.265749,Papier Union,unknown,vanille,100,170
7773786,8.167916,Image,DIN A4 (210 x 297 mm),weiss,250,160
15981664,19.603804,Papyrus,DIN A4 (210 x 297 mm),rosa,250,120
2415574,8.283456,Rey Papier,DIN A3 (297 x 420 mm),weiss,500,80
7462352,58.861164,Papier Union,unknown,dunkelgruen,100,170
7462356,29.918995,Papier Union,unknown,blauviolett,100,170
10499414,13.913408,Clairefontaine,DIN A3 (297 x 420 mm),weiss,125,250
14738927,4.8488874,Unbekannt,DIN A4 (210 x 297 mm),moosgruen,500,80
16214243,17.542501,Papyrus,DIN A4 (210 x 297 mm),weiss,2500,80
2589226,14.60417,Xerox,DIN A3 (297 x 420 mm),weiss,250,160
5285740,34.434834,HP,unknown,weiss,unknown,90
3405192,18.484013,TOP-Preis,DIN A3 (297 x 420 mm),wasserblau,500,80
5697412,9.934249,Papier Union,unknown,rosa,100,240
11776012,19.076927,Double A,DIN A4 (210 x 297 mm),weiss,2500,80
13119366,5.577684,Staples,DIN A4 (210 x 297 mm),korallenrot,500,80
13080626,6.5462995,Papyrus,DIN A4 (210 x 297 mm),gruen,500,80
16088470,14.528333,Xerox,DIN A4 (210 x 297 mm),weiss,500,115
13550737,9.532753,Multicopy,DIN A4 (210 x 297 mm),weiss,500,90
10591721,41.54628,Papier Union,unknown,dunkelbraun,100,120
9750782,6.4924994,Sigel,DIN A4 (210 x 297 mm),weiss,500,80
13364442,15.755,Papier Union,DIN A3 (297 x 420 mm),unknown,unknown,80
7457810,79.906555,Papier Union,DIN A3 (297 x 420 mm),blauviolett,unknown,400
12774502,15.455001,Clairefontaine,DIN A3 (297 x 420 mm),rosa,500,80
4589303,11.78625,Clairefontaine,unknown,unknown,250,120
8756670,3.8176048,Xerox,DIN A4 (210 x 297 mm),weiss,500,80
7457808,156.00104,Papier Union,DIN A2 (420 x 594 mm),blauviolett,unknown,400
15111514,8.406829,Igepa,DIN A4 (210 x 297 mm),weiss,250,135
8066040,16.157,Arjowiggins,unknown,aprikose,100,170
12219374,16.113503,Multicopy,DIN A3 (297 x 420 mm),weiss,500,80
16142903,24.770168,Papyrus,DIN A4 (210 x 297 mm),mittelorange,2500,80
5489756,763.9094,Schaefer Group,DIN A4 (210 x 297 mm),weiss,100000,80
8730053,3.5575004,HP,DIN A4 (210 x 297 mm),weiss,500,80
9164734,4.403875,Staples,DIN A4 (210 x 297 mm),unknown,500,80
1296213,37.82023,Inapa,DIN A4 (210 x 297 mm),weiss,5000,80
2405343,22.397182,Unbekannt,DIN A4 (210 x 297 mm),weiss,1000,80
10032609,7.526795,Mondi,DIN A4 (210 x 297 mm),lindengruen,500,80
7348231,28.805626,Xerox,DIN A4 (210 x 297 mm),weiss,500,120
15251846,10.749999,Xerox,DIN A4 (210 x 297 mm),weiss,500,120
5166382,2.2158334,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),gelb,35,120
15284735,6.450817,Staples,DIN A4 (210 x 297 mm),weiss,50,180
15093154,7.0208335,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,100
10876850,7.689448,Clairefontaine,DIN A4 (210 x 297 mm),grau,250,160
124568,18.139162,Xerox,DIN A3 (297 x 420 mm),weiss,250,200
4618361,6.431554,Unbekannt,DIN A4 (210 x 297 mm),weiss,500,80
15911714,16.164,Arjowiggins,unknown,weiss,100,170
7497017,7.9095016,Papier Union,unknown,rotorange,100,240
2843752,9.114045,RecyStar,DIN A4 (210 x 297 mm),mandarine,250,160
6427776,15.037131,Mondi,DIN A3 (297 x 420 mm),unknown,500,100
566081,5.825001,Arjowiggins,unknown,blau,100,120
7497014,30.861746,Papier Union,unknown,rotorange,100,120
7728336,12.65943,BueroTipp,unknown,sand,2500,80
1328357,2.4199996,Papier Union,unknown,beige,100,90
5009512,7.535478,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,160
9573361,5.0225,Clairefontaine,DIN A4 (210 x 297 mm),orange,100,80
8617690,5.0057683,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
12266583,16.256666,HP,DIN A4 (210 x 297 mm),weiss,500,80
5929184,9.376667,Xerox,unknown,weiss,250,120
7139690,7.22075,Clairefontaine,DIN A4 (210 x 297 mm),stahlgrau,500,80
905680,22.316666,Papyrus,DIN A4 (210 x 297 mm),weiss,2500,80
15911720,7.4919996,Arjowiggins,unknown,weiss,100,170
7441485,4.28625,Elco,DIN A4 (210 x 297 mm),orange,100,80
3645282,2.3732145,Papyrus,DIN A5 (148 x 210 mm),weiss,500,80
8227318,5.8290005,Arjowiggins,unknown,gruen,100,120
13558670,4.41656,Papyrus,DIN A4 (210 x 297 mm),weiss,250,100
4639274,13.77639,Xerox,DIN A4 (210 x 297 mm),gelb,500,80
5481807,14.06783,Papyrus,DIN A3 (297 x 420 mm),orange,250,80
569125,11.10513,Unbekannt,DIN A3 (297 x 420 mm),unknown,500,80
752323,13.650834,HP,DIN A3 (297 x 420 mm),weiss,500,90
15758399,8.740832,Xerox,DIN A4 (210 x 297 mm),weiss,125,300
12181064,5.0057683,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
8263853,7.5022497,Arjowiggins,unknown,grau,100,170
628827,71.85041,Xerox,DIN SRA3 (320 x 450 mm),weiss,500,120
11494446,28.592928,Papyrus,DIN A3 (297 x 420 mm),weiss,500,120
407437,5.3687487,Arjowiggins,unknown,perlgrau,100,120
6451422,9.112499,Mondi,DIN A4 (210 x 297 mm),weiss,500,90
2121900,3.7813141,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
8005005,7.016871,HP,unknown,weiss,25,250
13336342,4.7949996,Clairefontaine,DIN A4 (210 x 297 mm),chamois,500,80
15299800,33.683445,Double A,DIN A3 (297 x 420 mm),weiss,2500,80
15319076,13.529609,Image,DIN SRA3 (320 x 450 mm),weiss,125,300
9206200,13.922926,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,20,250
15217029,12.172641,Papyrus,DIN A3 (297 x 420 mm),gruen,500,80
2835268,5.086805,Xerox,DIN A4 (210 x 297 mm),weiss,500,80
12778910,10.4383335,Clairefontaine,DIN A3 (297 x 420 mm),gelb,500,80
10460340,27.005747,Papier Union,unknown,unknown,100,120
11266771,6.822499,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,500,75
7825497,8.262584,Papyrus,unknown,weiss,500,100
5975509,232.62764,Carl Berberich,DIN A4 (210 x 297 mm),weiss,50000,unknown
8908610,33.8423,HP,DIN A4 (210 x 297 mm),unknown,100,180
14871769,6.75455,5 Star,DIN A4 (210 x 297 mm),sand,500,80
1208582,6.290647,Clairefontaine,DIN A4 (210 x 297 mm),lindgruen,500,80
7458286,24.871254,Papier Union,unknown,braun,100,320
2419104,3.3267267,Corona,DIN A5 (148 x 210 mm),weiss,500,80
1402816,6.24527,Clairefontaine,DIN A4 (210 x 297 mm),weiss,250,160
8167118,7.6856484,Corona,DIN A4 (210 x 297 mm),unknown,500,80
16306064,5.1791673,Steinbeis Papier,DIN A4 (210 x 297 mm),pastellgelb,500,80
10852834,13.515831,Clairefontaine,DIN A3 (297 x 420 mm),gruen,250,160
1525731,12.060001,Mondi,DIN A3 (297 x 420 mm),gruen,500,80
2468950,2.2216668,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),weiss,25,160
10460359,2.4182496,Papier Union,unknown,gruen,100,90
9261078,15.484141,Clairefontaine,unknown,kirschrot,250,120
16108154,3.316704,Primus,DIN A4 (210 x 297 mm),hochweiss,500,80
12387260,14.940001,Mondi,DIN A4 (210 x 297 mm),weiss,250,170
1328314,34.9853,Papier Union,unknown,beige,100,170
3744243,4.2587695,Igepa,DIN A4 (210 x 297 mm),weiss,500,80
11088881,9.368608,Papyrus,unknown,unknown,500,80
8064202,9.393249,Mondi,unknown,weiss,250,200
5337446,19.860294,Igepa,DIN A3 (297 x 420 mm),unknown,500,80
2911947,15.949183,Clairefontaine,DIN A4 (210 x 297 mm),rosa,500,80
11117529,561.5296,Double A,DIN A4 (210 x 297 mm),weiss,100000,80
6827420,55.371254,Epson,DIN A3 (297 x 420 mm),unknown,250,unknown
16088429,28.335413,Xerox,DIN SRA3 (320 x 450 mm),weiss,500,130
13311030,5.3695836,Clairefontaine,DIN A4 (210 x 297 mm),gelb,500,80
5783908,3.448856,HP,DIN A4 (210 x 297 mm),weiss,500,80
7501676,20.1395,Papier Union,unknown,vanille,100,90
8577496,8.897813,Mondi,DIN A4 (210 x 297 mm),weiss,500,120
10604788,24.491592,Staples,DIN A3 (297 x 420 mm),hellgruen,500,80
15433195,3.7054162,Xerox,DIN A4 (210 x 297 mm),weiss,500,75
4695403,12.009725,Xerox,DIN A4 (210 x 297 mm),weiss,500,100
12358750,4.857655,Clairefontaine,unknown,weiss,125,210
11477908,11.661628,Igepa,DIN A4 (210 x 297 mm),rosa,2500,80
8232711,17.987848,Igepa,DIN A4 (210 x 297 mm),unknown,50,170
7757715,9.205476,Mondi,DIN A4 (210 x 297 mm),weiss,250,220
15248262,39.254536,BueroTipp,DIN A4 (210 x 297 mm),beige,1000,160
12670378,4.44,Mondi,DIN A4 (210 x 297 mm),unknown,500,75
13744510,8.8407,projectiondesign,unknown,unknown,500,90
15921934,27.91775,Arjowiggins,unknown,unknown,100,240
7682471,5.7445245,Unbekannt,DIN A4 (210 x 297 mm),unknown,500,80
7501629,48.804848,Papier Union,unknown,vanille,100,240
9567536,6.7441187,Clairefontaine,DIN A4 (210 x 297 mm),weiss,500,90
11591533,4.8888183,Unbekannt,DIN A4 (210 x 297 mm),gruen,500,80
14102316,20.073748,Image,DIN SRA3 (320 x 450 mm),weiss,250,200
8428217,12.160834,Image,DIN SRA3 (320 x 450 mm),weiss,250,90
8227372,9.586,Arjowiggins,unknown,californiablau,100,90
14741672,12.318957,Clairefontaine,DIN A3 (297 x 420 mm),rosa,500,80
8064263,10.670752,Mondi,DIN A4 (210 x 297 mm),weiss,250,220
2894466,20.952501,Image,DIN SRA3 (320 x 450 mm),weiss,500,80
4731589,9.298913,Igepa,DIN A3 (297 x 420 mm),unknown,500,80
12246928,20.375336,Avery Zweckform,DIN A4 (210 x 297 mm),weiss,100,150
14799895,6.9738755,Soennecken,DIN A4 (210 x 297 mm),blau,500,80
14907422,12.069583,Clairefontaine,DIN A3 (297 x 420 mm),weiss,125,250
7458296,108.268616,Papier Union,DIN A2 (420 x 594 mm),blauviolett,unknown,320
8428210,16.592085,Image,DIN SRA3 (320 x 450 mm),weiss,250,120
6149638,22.626595,Mondi,DIN A3 (297 x 420 mm),weiss,500,100
7462347,13.85125,Papier Union,unknown,blauviolett,100,170
6298417,7.3766656,Trophee,DIN A4 (210 x 297 mm),rot,500,80
6097053,3.5677047,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,250,120
10597092,108.18654,Papier Union,unknown,rosa,100,320
10597098,54.756172,Papier Union,unknown,rosa,100,320
10591784,21.121248,Papier Union,unknown,kirschrot,100,120
22894,12.126501,Clairefontaine,DIN A3 (297 x 420 mm),blau,250,160
3639451,6.6813207,Mondi,DIN A4 (210 x 297 mm),gelb,500,80
10591780,41.58571,Papier Union,unknown,kirschrot,100,120
5043462,13.324647,Clairefontaine,unknown,rot,500,80
8113331,7.50375,Arjowiggins,unknown,aqua,100,170
7908776,7.59,Unbekannt,unknown,weiss,500,80
566000,5.380499,Arjowiggins,unknown,kieselgrau,100,120
7462312,13.854001,Papier Union,unknown,braun,100,170
8227385,6.6972504,Arjowiggins,unknown,rot,100,120
16310110,19.743378,Papyrus,DIN A4 (210 x 297 mm),weiss,2500,80
8227389,6.6972504,Arjowiggins,unknown,ziegelrot,100,120
15139927,5.1996117,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
566007,6.7045007,Arjowiggins,DIN A4 (210 x 297 mm),sonnenblumengelb,100,120
11498857,12.126501,Clairefontaine,unknown,kamel,250,160
15868438,4.965249,Arjowiggins,unknown,zitronengelb,100,90
13253535,4.3298554,Portucel Soporcel,DIN A4 (210 x 297 mm),weiss,250,120
10591775,9.922248,Papier Union,DIN A4 (210 x 297 mm),hellcreme,unknown,120
709587,15.2283325,Xerox,unknown,weiss,500,90
7638308,19.178493,Papier Union,DIN A4 (210 x 297 mm),goldgelb,100,unknown
6089428,14.3099985,Lyreco,DIN A3 (297 x 420 mm),blau,500,80
6291800,6.89619,Unbekannt,DIN A4 (210 x 297 mm),grau,500,80
2347355,11.914,Mondi,DIN A4 (210 x 297 mm),weiss,250,120
4130953,13.709166,Clairefontaine,DIN A3 (297 x 420 mm),rosa,250,160
4465003,10.590983,Sigel,DIN A4 (210 x 297 mm),weiss,250,120
1849193,5.782558,Xerox,DIN A4 (210 x 297 mm),weiss,500,90
8223759,5.3729987,Arjowiggins,unknown,hellblau,100,120
7862957,6.160585,Clairefontaine,DIN A4 (210 x 297 mm),weiss,125,250
1793182,7.234659,Clairefontaine,DIN A4 (210 x 297 mm),gruen,500,80
14283648,3.4344308,Staples,DIN A4 (210 x 297 mm),unknown,100,160
6135833,4.896,Igepa,DIN A4 (210 x 297 mm),unknown,250,120
6087793,12.449999,Carl Berberich,DIN A4 (210 x 297 mm),blau,500,80
9572998,5.027083,Clairefontaine,DIN A4 (210 x 297 mm),gelb,100,80
406978,10.405754,Arjowiggins,unknown,vanille,100,240
9103829,23.97888,Trophee,DIN A4 (210 x 297 mm),gruen,500,80
1445926,12.705002,Clairefontaine,DIN A3 (297 x 420 mm),hellbraun,500,80
1473159,13.124858,Clairefontaine,unknown,goldgelb,250,120
451540,41.390366,Clairefontaine,unknown,orange,500,80
11176789,3.3760002,Mondi,DIN A4 (210 x 297 mm),unknown,500,80
467906,12.902247,Arjowiggins,DIN A4 (210 x 297 mm),sonnenblumengelb,100,240
7287646,13.440908,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,160
14741754,2.9320102,Inapa,DIN A4 (210 x 297 mm),weiss,500,80
6462165,9.795105,Mondi,DIN A3 (297 x 420 mm),weiss,500,80
5839985,48.814274,Papier Union,unknown,aprikose,100,240
12828089,18.678331,Xerox,DIN A3 (297 x 420 mm),weiss,250,170
13517301,11.7695,Clairefontaine,unknown,korallenrot,250,120
4302191,20.283333,Mondi,unknown,weiss,500,100
8217060,10.409004,Arjowiggins,unknown,elfenbein,100,240
213702,10.859166,Clairefontaine,DIN A4 (210 x 297 mm),gruen,500,100
8005899,11.280501,Arjowiggins,unknown,blau,100,240
5862302,7.5430512,Papyrus,DIN A4 (210 x 297 mm),gruen,250,120
9878591,6.490151,Image,DIN A4 (210 x 297 mm),weiss,150,250
350875,12.960909,HP,DIN A3 (297 x 420 mm),weiss,250,250
622664,13.416498,Clairefontaine,unknown,sonnenblumengelb,250,160
9315059,5.255833,Image,DIN A4 (210 x 297 mm),weiss,500,75
11653171,5.376183,Staples,DIN A4 (210 x 297 mm),weiss,500,90
3119970,23.950878,Clairefontaine,unknown,blau,1250,120
14444516,4.7267623,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
15912298,2.960834,UPM,DIN A5 (148 x 210 mm),weiss,500,80
7609800,583.71344,Xerox,DIN A4 (210 x 297 mm),unknown,120000,80
8198378,20.82,Avery Zweckform,unknown,unknown,100,200
7502010,23.38775,Papier Union,DIN A2 (420 x 594 mm),sonnenblumengelb,100,90
1059278,51.5409,Igepa,DIN A3 (297 x 420 mm),gelb,250,170
11119300,15.792,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,190
9922263,5.000526,Brother,DIN A4 (210 x 297 mm),weiss,unknown,73
5539359,6.6500006,UPM,DIN A3 (297 x 420 mm),weiss,500,75
1041994,32.44895,Schaefer Group,DIN A4 (210 x 297 mm),unknown,5000,75
12286994,6.2557154,Mondi,DIN A4 (210 x 297 mm),eisblau,500,80
4876383,7.0449996,Clairefontaine,DIN A4 (210 x 297 mm),elfenbein,250,100
14717204,68.354935,HP,DIN A4 (210 x 297 mm),weiss,10000,80
1359492,19.032084,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,200
5794626,12.876858,Mondi,DIN A3 (297 x 420 mm),gelb,500,80
7058500,9.050834,Clairefontaine,DIN A3 (297 x 420 mm),hellgruen,500,80
8725488,18.914787,Mondi,unknown,weiss,125,300
15698237,10.318184,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
3278442,2.2208333,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),gelb,50,80
1018742,69.6994,HP,unknown,hochweiss,unknown,130
4625593,9.46102,Portucel Soporcel,DIN A3 (297 x 420 mm),unknown,500,75
15036522,6.521822,Mondi,DIN A4 (210 x 297 mm),gelb,500,160
7502000,60.806774,Papier Union,unknown,unknown,100,240
8500976,12.4025,Clairefontaine,DIN SRA3 (320 x 450 mm),beige,500,100
12762006,10.716731,Clairefontaine,DIN A4 (210 x 297 mm),goldgelb,250,160
15928631,10.405754,Arjowiggins,unknown,perlgrau,100,240
4884824,21.21905,Mondi,DIN A4 (210 x 297 mm),weiss,2500,80
14227508,11.33625,Igepa,DIN A4 (210 x 297 mm),weiss,250,220
15711687,10.353876,Papyrus,DIN A3 (297 x 420 mm),mittelorange,500,80
11138487,16.061909,Mondi,DIN A3 (297 x 420 mm),weiss,250,160
7314803,11.396667,Clairefontaine,DIN SRA3 (320 x 450 mm),weiss,125,280
15101398,3.4365215,Mondi,DIN A4 (210 x 297 mm),weiss,500,80
9493524,13.426249,Clairefontaine,unknown,blau,250,160
894390,5.1292505,Papier Union,unknown,unknown,100,120
11771151,11.833652,Clairefontaine,DIN A3 (297 x 420 mm),blau,500,80
3487942,5.137827,Clairefontaine,unknown,weiss,50,unknown
9017226,18.300001,Xerox,unknown,weiss,250,160
7458335,54.772938,Papier Union,DIN A3 (297 x 420 mm),blauviolett,unknown,320
16247929,6.948215,Mondi,DIN A5 (148 x 210 mm),eisblau,1000,80
12743715,4.312956,Staples,DIN A4 (210 x 297 mm),lachs,250,120
11088869,21.40156,Sigel,DIN A4 (210 x 297 mm),weiss,100,200
28947,7.495063,Mondi,DIN A4 (210 x 297 mm),gelb,500,160
13256662,11.424999,Clairefontaine,DIN A3 (297 x 420 mm),rot,250,160
5623901,4.6859555,Inacopia,DIN A4 (210 x 297 mm),hochweiss,500,90
1525840,6.2425003,Lyreco,DIN A4 (210 x 297 mm),unknown,500,80
2816963,3.5039985,UPM,DIN A4 (210 x 297 mm),weiss,500,80
5863671,6.0975757,Steinbeis Papier,DIN A4 (210 x 297 mm),rosa,500,80
9673556,8.196316,Mondi,unknown,weiss,125,300
3943362,57.02511,Igepa,unknown,weiss,2000,120
3701012,16.187576,Papyrus,DIN A4 (210 x 297 mm),weiss,500,60
1601977,3.4401276,Staples,DIN A4 (210 x 297 mm),weiss,250,120
13531639,6.3633327,Trophee,DIN A4 (210 x 297 mm),rosa,500,80
7677977,10.1254,Clairefontaine,unknown,weiss,125,250
8771379,7.9044347,Clairefontaine,DIN A4 (210 x 297 mm),weiss,1000,60
10877266,5.639461,Discovery,DIN A4 (210 x 297 mm),hochweiss,500,75
1223379,13.662993,Papyrus,DIN A3 (297 x 420 mm),gelb,500,80
8717899,16.357506,Lyreco,DIN A3 (297 x 420 mm),gruen,500,80
14421870,13.954904,Unbekannt,DIN A3 (297 x 420 mm),weiss,500,80
15770835,8.113499,Arjowiggins,unknown,blau,100,170
1309274,7.8286858,Clairefontaine,unknown,gelb,250,160
7503305,9.216819,Staples,DIN A4 (210 x 297 mm),neongruen,500,80
7859374,5.856644,Mondi,DIN A4 (210 x 297 mm),weiss,250,160
10580126,18.401667,Xerox,unknown,weiss,250,160
12121483,6.420518,Mondi,DIN A4 (210 x 297 mm),weiss,125,250
7808028,6.7483416,Igepa,DIN A3 (297 x 420 mm),weiss,500,80
8347243,9.107284,Epson,unknown,weiss,30,255
9205779,5.0995417,Clairefontaine,DIN A4 (210 x 297 mm),weiss,500,80
7081762,24.13,Canon,unknown,unknown,36,unknown
11391172,11.773104,Mondi,unknown,weiss,250,220
5702533,15.218409,Igepa,DIN A4 (210 x 297 mm),dunkelgruen,250,120
14642298,869.052,5 Star,DIN A4 (210 x 297 mm),weiss,100000,80
13372891,13.679584,Image,DIN SRA3 (320 x 450 mm),weiss,500,80
6721944,12.449999,Carl Berberich,DIN A4 (210 x 297 mm),blau,250,160
8223753,5.3792486,Arjowiggins,DIN A4 (210 x 297 mm),aqua,unknown,120
14998277,17.836264,Clairefontaine,unknown,rot,1250,120
8135616,4.6710377,Staples,DIN A4 (210 x 297 mm),gelb,500,80
10135874,19.953339,Double A,DIN A4 (210 x 297 mm),weiss,2500,75
565606,17.547754,Arjowiggins,unknown,zitronengelb,100,170
1891561,11.614446,Mondi,DIN A4 (210 x 297 mm),weiss,250,250
7366842,14.299166,Clairefontaine,DIN A3 (297 x 420 mm),weiss,250,190
8956254,14.256256,Papyrus,DIN A5 (148 x 210 mm),weiss,500,80
855666,2.2241666,Brunnen Baier & Schneider,DIN A4 (210 x 297 mm),chamois,35,120
10465231,24.803501,Papier Union,unknown,kieselgrau,100,120
5991669,14.45,Michaelis,DIN A3 (297 x 420 mm),gelb,500,80
4992547,4.953333,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
15636819,11.203268,Staples,DIN A3 (297 x 420 mm),orange,500,80
719847,25.422804,Epson,DIN A2 (420 x 594 mm),weiss,30,102
11476581,41.59485,Papier Union,unknown,rosa,100,120
809761,22.422754,Arjowiggins,unknown,unknown,100,240
2427625,10.692026,Mondi,unknown,weiss,250,120
2855693,5.4569235,RecyStar,DIN A4 (210 x 297 mm),gruen,500,80
13288282,9.960833,Clairefontaine,DIN A3 (297 x 420 mm),karamell,250,160
16325287,8.086249,Clairefontaine,DIN A4 (210 x 297 mm),tannengruen,500,80
8229912,14.226657,Papyrus,DIN A4 (210 x 297 mm),weiss,500,120
11901765,9.436791,Papyrus,DIN A3 (297 x 420 mm),weiss,500,80
4748378,4.8455043,Unbekannt,DIN A4 (210 x 297 mm),dunkelblau,500,80
5340266,3.850945,Papyrus,DIN A4 (210 x 297 mm),weiss,500,80
2181544,22.778334,Xerox,DIN SRA3 (320 x 450 mm),weiss,250,200
